Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],N2O [kg],CH4 [kg],Electricity_GWP (AR5),Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_N2O,Electricity_CH4,Electricity_qty,Electricity_unit,Waste_GWP (AR5),Waste_AP,Waste_EP,Waste_ODP,Waste_POCP,Waste_CO2,Waste_N2O,Waste_CH4,Waste_qty,Waste_unit
Electricity; at grid; generation mix - Gainesville Regional Utilities,d4031d82-ca6e-3548-b07c-2acd79f47a3f,1.0,MJ,0.23715198880884142,0.0003640706509798208,2.4089614473970884e-05,2.3608339793056765e-09,0.01050167963240132,0.22868986924179605,2.367018649425531e-06,0.00027814553389168817,0.23715198880884142,0.0003640706509798208,2.4089614473970884e-05,2.3608339793056765e-09,0.01050167963240132,0.22868986924179605,2.367018649425531e-06,0.00027814553389168817,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
petroleum extraction and processing - DFO PADD 3,8e59a94a-d5fe-3eeb-88a9-a5e3544951d8,1.0,MJ,0.018043282657165136,2.4096626694848943e-05,1.4149005051318697e-06,2.373210395637548e-11,0.0005957521052068879,0.014491081659204477,1.4088819009302506e-07,0.00012533858288289157,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - NorthWestern Corporation - BA,fdf79353-fbd3-30b4-aa15-267a212b9da4,1.0,MJ,0.2040832928756376,0.00038341336621803293,1.5397494620196382e-05,4.704466040063447e-09,0.0061097290829049515,0.20015629351546615,3.0736898845837514e-06,0.00010984406175056708,0.2040832928756376,0.00038341336621803293,1.5397494620196382e-05,4.704466040063447e-09,0.0061097290829049515,0.20015629351546615,3.0736898845837514e-06,0.00010984406175056708,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
natural gas extraction and processing - San Juan,c28e4f4e-efca-360e-9917-4062f8a1d5f0,1.0,MJ,0.022558377059500968,0.00010832813720397393,6.746542758481047e-06,0.0,0.0038369431026511612,0.01099807282474013,1.2651535030739839e-07,0.0004116706309105743,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
"Electricity; at grid; generation mix - Gila River Power, LLC",fa3c1da6-732d-3554-93ec-6e9dd02a6705,1.0,MJ,0.1563215262135334,0.0004400904530133872,2.955832248881394e-05,1.6665318198011267e-10,0.015388421838897699,0.13205055369613736,4.883168480889168e-07,0.0008614877175345414,0.1563215262135334,0.0004400904530133872,2.955832248881394e-05,1.6665318198011267e-10,0.015388421838897699,0.13205055369613736,4.883168480889168e-07,0.0008614877175345414,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",cd9c001f-0160-3ae9-82a5-81decd6beb4f,1.0,MJ,0.20021738489812801,0.0003644738037837887,2.1521461713488436e-05,1.7766596693682225e-09,0.009018233635132574,0.19105373715628052,2.064156801493401e-06,0.00030663784740353613,0.20021738489812801,0.0003644738037837887,2.1521461713488436e-05,1.7766596693682225e-09,0.009018233635132574,0.19105373715628052,2.064156801493401e-06,0.00030663784740353613,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Duke Energy Progress East - BA,b55ec9c6-062f-3cd6-aee0-940f3c589726,1.0,MJ,0.11338250286149384,0.0002279536716446936,1.3616067480740098e-05,2.0883271951203353e-09,0.004776764674302496,0.10399120767167506,1.6010698197514289e-06,0.0003177720275880667,0.11338250286149384,0.0002279536716446936,1.3616067480740098e-05,2.0883271951203353e-09,0.004776764674302496,0.10399120767167506,1.6010698197514289e-06,0.0003177720275880667,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
natural gas extraction and processing - Anadarko,7285b97b-c655-3352-8f7f-b0709c45922b,1.0,MJ,0.01706481537763951,9.892762904496597e-05,6.104103805982783e-06,0.0,0.0033237400260908443,0.010320776676116722,1.341667771206411e-07,0.00023958873229061681,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at user; consumption mix - PowerSouth Energy Cooperative - BA,c8ef80e2-6e54-3f08-b030-d007405d48c8,1.0,MJ,0.21270808661439244,0.0004156572539790289,2.562207658599961e-05,2.0481839845152487e-09,0.011637355610133735,0.20229737372954912,1.8509722322473012e-06,0.0003530535511413349,0.21270808661439244,0.0004156572539790289,2.562207658599961e-05,2.0481839845152487e-09,0.011637355610133735,0.20229737372954912,1.8509722322473012e-06,0.0003530535511413349,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - El Paso Electric Company,d4a6ced3-335c-3f08-a156-725e806334d8,1.0,MJ,0.18441772884311558,0.0003902027448140907,2.74293840823766e-05,2.2702630431431747e-10,0.012750534473807508,0.1720903095853185,6.970173793547934e-07,0.0004326136181252683,0.18441772884311558,0.0003902027448140907,2.74293840823766e-05,2.2702630431431747e-10,0.012750534473807508,0.1720903095853185,6.970173793547934e-07,0.0004326136181252683,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - Florida Municipal Power Pool,df4f9548-b463-3033-9dc7-98fd2ddb11d7,1.0,MJ,0.19593042405142885,0.0002949361549070205,1.6962384658144307e-05,2.2322389620090427e-09,0.007149894074640771,0.18638762291076155,2.0747688315199763e-06,0.00032011245968388194,0.19593042405142885,0.0002949361549070205,1.6962384658144307e-05,2.2322389620090427e-09,0.007149894074640771,0.18638762291076155,2.0747688315199763e-06,0.00032011245968388194,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
petroleum extraction and processing - RFO PADD 2,dc23b370-e5cb-30b6-8245-d5801cc0f7d5,1.0,MJ,0.0148529233190526,1.1991890600658284e-05,7.14306491325047e-07,2.1155380661766178e-11,0.00032149679220389764,0.011404495392848915,1.0942115555562434e-07,0.00012199889411593996,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Southeast - FERC,f6579b75-679d-38ed-b7b8-e5026887b008,1.0,MJ,0.1535067335738191,0.0002842978360387874,1.6508088923289737e-05,1.7758169617315137e-09,0.006474493409363887,0.14606593207437216,1.722509203669174e-06,0.0002477154849143057,0.1535067335738191,0.0002842978360387874,1.6508088923289737e-05,1.7758169617315137e-09,0.006474493409363887,0.14606593207437216,1.722509203669174e-06,0.0002477154849143057,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - California Independent System Operator,a059f167-f083-3395-b469-d71ef5f784e9,1.0,MJ,0.09946399686286105,0.00021233355058474632,1.604373405724205e-05,3.7610838166578565e-10,0.009078330892350005,0.08975057702536543,7.208133294699743e-07,0.0003388300936718989,0.09946399686286105,0.00021233355058474632,1.604373405724205e-05,3.7610838166578565e-10,0.009078330892350005,0.08975057702536543,7.208133294699743e-07,0.0003388300936718989,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
petroleum extraction and processing - RFO PADD 1,8fe45891-8f21-3009-883c-7f3ccb47d248,1.0,MJ,0.023870673821298465,2.734755581027574e-05,1.6078892617553283e-06,2.042030747116537e-11,0.0006551267541328371,0.019138096198464648,1.5345218563943727e-07,0.00016742192769500947,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA,b11b441f-ee64-3f38-b52a-8ad61471cec0,1.0,MJ,0.20581441525453462,0.0004021861887605875,2.4791688901392244e-05,1.981804245509986e-09,0.01126019973256011,0.1957411038967901,1.790983942810674e-06,0.0003416114137372629,0.20581441525453462,0.0004021861887605875,2.4791688901392244e-05,1.981804245509986e-09,0.01126019973256011,0.1957411038967901,1.790983942810674e-06,0.0003416114137372629,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,a09a80f0-84ca-3b65-81d9-984eb4fd5d14,1.0,MJ,0.057708113156876684,0.00011046678108754039,7.019492373784608e-06,1.0886078351395902e-09,0.002970353484658117,0.05411717325017586,6.662175259974202e-07,0.0001213868362385705,0.057708113156876684,0.00011046678108754039,7.019492373784608e-06,1.0886078351395902e-09,0.002970353484658117,0.05411717325017586,6.662175259974202e-07,0.0001213868362385705,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at user; consumption mix - Portland General Electric Company - BA,ada5f6f3-eba8-35da-9ec4-df88c836ab68,1.0,MJ,0.07366857538026038,0.00016065574470679447,1.1427123505998052e-05,3.3384959117157527e-10,0.00532026503676934,0.0675003979868741,5.81691881991853e-07,0.00021430494468800313,0.07366857538026038,0.00016065574470679447,1.1427123505998052e-05,3.3384959117157527e-10,0.00532026503676934,0.0675003979868741,5.81691881991853e-07,0.00021430494468800313,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,d217ffa6-1cbb-3253-be12-143b6349cc53,1.0,MJ,0.15203445478372743,0.00024748500008404814,1.4470100060533402e-05,1.735482087425909e-09,0.005258184646328319,0.14581668483888957,2.098550410863725e-06,0.00020029886825475966,0.15203445478372743,0.00024748500008404814,1.4470100060533402e-05,1.735482087425909e-09,0.005258184646328319,0.14581668483888957,2.098550410863725e-06,0.00020029886825475966,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
natural gas extraction and processing - Gulf,f744690b-98a0-3a09-bf7d-70ec6fcb4cae,1.0,MJ,0.024926560507813684,0.0002112505184762138,1.3215825512550272e-05,0.0,0.007334119188963787,0.01729812185932712,1.319211749424182e-07,0.0002711956977033621,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Tucson Electric Power - BA,e06c46bf-e2d6-33bf-90e7-1f90eeb98dcb,1.0,MJ,0.24134975242616208,0.00041312977141292733,1.9413110290448668e-05,5.715738864562644e-09,0.007868397338483685,0.23380600657638717,3.560854314107515e-06,0.00023080474184314974,0.24134975242616208,0.00041312977141292733,1.9413110290448668e-05,5.715738864562644e-09,0.007868397338483685,0.23380600657638717,3.560854314107515e-06,0.00023080474184314974,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,c69563ec-887a-35ca-acc5-820ae0ba5f72,1.0,MJ,0.1450220195408516,0.0003076057547021379,1.3615022421542553e-05,2.2135424716882684e-09,0.004989915585645613,0.13878611080336234,1.8159682180084362e-06,0.00020347881448234433,0.1450220195408516,0.0003076057547021379,1.3615022421542553e-05,2.2135424716882684e-09,0.004989915585645613,0.13878611080336234,1.8159682180084362e-06,0.00020347881448234433,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
natural gas extraction and processing - Arkoma,b0c59e83-8706-3ea9-8a4a-0c6bcd0fe2ec,1.0,MJ,0.017847259524654033,9.038015333633378e-05,5.6094100220526585e-06,0.0,0.0031515054931742998,0.00997095113055924,1.2643249027323944e-07,0.000280100135098017,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
natural gas extraction and processing - Green River,5d2c8c18-5a12-39b1-8c45-376615518788,1.0,MJ,0.013925922593318771,8.217135903515063e-05,5.087184576429371e-06,0.0,0.002847428458576248,0.00947987677538569,1.2757367123654943e-07,0.0001575799569149721,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
petroleum extraction and processing - DFO PADD 4,f38c3ec6-e800-3722-ae22-f990273aa501,1.0,MJ,0.018044128988327465,1.7862842320704847e-05,9.241750256263668e-07,1.6008442973950872e-11,0.0004373489530781448,0.014510168465763605,1.7382584626570384e-07,0.00012416450792362277,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
natural gas extraction and processing - Piceance,f7cbad89-16f4-3c18-90b9-f7340aab68e4,1.0,MJ,0.017510154955510757,8.566253973356968e-05,5.29742495190162e-06,0.0,0.0029668314657371924,0.009604434626735877,1.2761094521303496e-07,0.00028113940810250195,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,ba6c7a86-9e38-357a-a11b-6fd0945a2e5e,1.0,MJ,0.12460724231015945,0.00024894331354560756,1.7213359651297614e-05,3.176799291994885e-10,0.007397820313513341,0.11715748149436514,9.590803404300339e-07,0.00025578662627150566,0.12460724231015945,0.00024894331354560756,1.7213359651297614e-05,3.176799291994885e-10,0.007397820313513341,0.11715748149436514,9.590803404300339e-07,0.00025578662627150566,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at user; consumption mix - Bonneville Power Administration - BA,c3096d7d-a9c4-3a39-9814-65304089d770,1.0,MJ,0.03394862274269211,7.701696705635582e-05,6.28059132345712e-06,6.933188654671603e-10,0.0019118661281038287,0.03233601779334576,3.6036812813027634e-07,5.362203068976368e-05,0.03394862274269211,7.701696705635582e-05,6.28059132345712e-06,6.933188654671603e-10,0.0019118661281038287,0.03233601779334576,3.6036812813027634e-07,5.362203068976368e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Southwest - FERC,ccbab212-154f-3421-b714-c24346bece5b,1.0,MJ,0.15965238558280054,0.00027290787482727537,1.6746735236515617e-05,2.4538445524249342e-09,0.007412859538603373,0.15095613057982582,1.915614169554423e-06,0.00029059442018720825,0.15965238558280054,0.00027290787482727537,1.6746735236515617e-05,2.4538445524249342e-09,0.007412859538603373,0.15095613057982582,1.915614169554423e-06,0.00029059442018720825,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
natural gas extraction and processing - Permian,830a756a-1b95-38da-bc4b-86f0ca4ee07c,1.0,MJ,0.013944752874751132,8.870923371087726e-05,5.454795713643437e-06,0.0,0.002923034878263919,0.009831002454284692,1.3387208569398319e-07,0.00014565265415439972,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - Idaho Power Company,a82e7fb8-6982-311f-a910-456616f93812,1.0,MJ,0.0300114889188243,7.396086761592056e-05,7.359229045912181e-06,4.781871162414246e-11,0.002454614856220099,0.02743218085825975,1.5192979499904212e-07,9.017748317551239e-05,0.0300114889188243,7.396086761592056e-05,7.359229045912181e-06,4.781871162414246e-11,0.002454614856220099,0.02743218085825975,1.5192979499904212e-07,9.017748317551239e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,cab7d877-234b-3e69-8b8e-240cb7196021,1.0,MJ,0.2643980701007301,0.0003506231525334107,1.652621559313148e-05,4.26376935247246e-09,0.00721307838110562,0.25823106056220796,3.945474726379449e-06,0.00018154357785164625,0.2643980701007301,0.0003506231525334107,1.652621559313148e-05,4.26376935247246e-09,0.00721307838110562,0.25823106056220796,3.945474726379449e-06,0.00018154357785164625,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Bonneville Power Administration - BA,e4fcd21b-a651-31c8-a123-ff308a80e080,1.0,MJ,0.032628519462342714,7.402213714457275e-05,6.0363684790881465e-06,6.66358934999044e-10,0.0018375225894446063,0.031078621183004022,3.463550957995158e-07,5.1536920517575944e-05,0.032628519462342714,7.402213714457275e-05,6.0363684790881465e-06,6.66358934999044e-10,0.0018375225894446063,0.031078621183004022,3.463550957995158e-07,5.1536920517575944e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,db982038-127d-3359-ac5b-f55f989ab875,1.0,MJ,0.2581505276066416,0.0003808599998225235,1.859712219802622e-05,3.2135897981897965e-09,0.006814407283348713,0.24884229019514084,4.056690003031408e-06,0.0002922810897077127,0.2581505276066416,0.0003808599998225235,1.859712219802622e-05,3.2135897981897965e-09,0.006814407283348713,0.24884229019514084,4.056690003031408e-06,0.0002922810897077127,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity; at grid; generation mix - Griffith Energy, LLC",efff7f7a-91cc-3714-ab36-77e9c7f4c761,1.0,MJ,0.16029376122782127,0.00024340894369696925,1.661275694126162e-05,1.2511888452175061e-10,0.008581506460189722,0.13502670966724192,4.952865561141813e-07,0.0008971732451006188,0.16029376122782127,0.00024340894369696925,1.661275694126162e-05,1.2511888452175061e-10,0.008581506460189722,0.13502670966724192,4.952865561141813e-07,0.0008971732451006188,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - Tennessee Valley Authority,ee71aa8d-c4d2-35b3-b515-f4f7052a3a8b,1.0,MJ,0.13887486712706437,0.00029456704883182403,1.3037912695672429e-05,2.1197154584461448e-09,0.004778404452825846,0.1329032843282786,1.7389934699664886e-06,0.00019485381195128145,0.13887486712706437,0.00029456704883182403,1.3037912695672429e-05,2.1197154584461448e-09,0.004778404452825846,0.1329032843282786,1.7389934699664886e-06,0.00019485381195128145,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",afb0a8ed-7e33-37ec-aa70-2286f8f84935,1.0,MJ,0.17415602104226732,0.0003153085748320109,1.9633689610350293e-05,1.9398939313685752e-09,0.007824782995053835,0.16610462256039238,1.8515121239646443e-06,0.000268355099965971,0.17415602104226732,0.0003153085748320109,1.9633689610350293e-05,1.9398939313685752e-09,0.007824782995053835,0.16610462256039238,1.8515121239646443e-06,0.000268355099965971,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - Arizona Public Service Company - BA,b47455f1-fc68-33b2-a2a8-217485ef8bba,1.0,MJ,0.22020211274694926,0.000481692782632977,2.7489550906205065e-05,2.984726787842652e-09,0.01333825459924475,0.20868828629675587,3.0143064056625898e-06,0.00038100508003969976,0.22020211274694926,0.000481692782632977,2.7489550906205065e-05,2.984726787842652e-09,0.01333825459924475,0.20868828629675587,3.0143064056625898e-06,0.00038100508003969976,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity; at user; consumption mix - Gila River Power, LLC - BA",ade9b817-b7d6-3ede-a5f9-34572399bc89,1.0,MJ,0.1621952937299912,0.000456626812847043,3.066897384106993e-05,1.7291516054787543e-10,0.015966640427957524,0.1370123415677011,5.066653104505607e-07,0.0008938580422981931,0.1621952937299912,0.000456626812847043,3.066897384106993e-05,1.7291516054787543e-10,0.015966640427957524,0.1370123415677011,5.066653104505607e-07,0.0008938580422981931,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at user; consumption mix - Seminole Electric Cooperative - BA,f03e070d-463f-3d2f-82aa-b5bffa1cabd8,1.0,MJ,0.24996101505919058,0.0003864018592445464,1.6660202988952778e-05,3.794344617724922e-09,0.006534266367820183,0.24043587669286748,3.4078876967870963e-06,0.00030659282975592885,0.24996101505919058,0.0003864018592445464,1.6660202988952778e-05,3.794344617724922e-09,0.006534266367820183,0.24043587669286748,3.4078876967870963e-06,0.00030659282975592885,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity; at grid; generation mix - Public Utility District No. 2 of Grant County, Washington",b591cc47-d607-3875-97df-2b696348855b,1.0,MJ,0.0010231225551004784,2.646697737029842e-25,6.89542604547363e-27,0.0,6.291830650643393e-09,0.0010108709875710515,1.5568810217822602e-25,4.3755598319381617e-07,0.0010231225551004784,2.646697737029842e-25,6.89542604547363e-27,0.0,6.291830650643393e-09,0.0010108709875710515,1.5568810217822602e-25,4.3755598319381617e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; consumption mix - PacifiCorp West - BA,afd157a1-c37c-3f33-bd41-227114c381f8,1.0,MJ,0.05849570423733728,9.466620111951766e-05,7.89800718781924e-06,5.25566877156044e-10,0.0029101216484596786,0.05455388328330775,6.439337271797879e-07,0.00013428116360282165,0.05849570423733728,9.466620111951766e-05,7.89800718781924e-06,5.25566877156044e-10,0.0029101216484596786,0.05455388328330775,6.439337271797879e-07,0.00013428116360282165,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - New York Independent System Operator,f9a4fbd6-1c28-3cae-9e49-d4d48f2ac7ba,1.0,MJ,0.09302492928324636,0.00020180405103691645,1.4394318305463838e-05,2.6487935748403283e-10,0.005391041426085845,0.08775970829613965,7.615733385674842e-07,0.0001793189375203695,0.09302492928324636,0.00020180405103691645,1.4394318305463838e-05,2.6487935748403283e-10,0.005391041426085845,0.08775970829613965,7.615733385674842e-07,0.0001793189375203695,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans",a69192a9-0193-350f-ae7a-b24357e2838f,1.0,MJ,0.1700641374021918,0.00030767223388900733,1.919430510491311e-05,1.889090517939206e-09,0.007657136054003446,0.16219860494525165,1.8045453773464996e-06,0.0002622170202092091,0.1700641374021918,0.00030767223388900733,1.919430510491311e-05,1.889090517939206e-09,0.007657136054003446,0.16219860494525165,1.8045453773464996e-06,0.0002622170202092091,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
petroleum extraction and processing - RFO PADD 4,cb4146a8-6e57-37f1-9366-0913ebe21ee4,1.0,MJ,0.0165952945443058,1.4216121081409993e-05,7.184122377241994e-07,1.7005433865064543e-11,0.00033692883638771496,0.013282129929153706,1.525767400667602e-07,0.00011655968380236764,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A
Electricity; at grid; generation mix - Hydro-Quebec TransEnergie,ca0ea6b1-b7d8-3972-b5e7-0258f5c70365,1.0,MJ,0.0034057966775715752,5.7407192128877276e-06,1.3204271145756127e-05,3.005255990010203e-10,5.61822022522831e-05,0.003058015283815388,9.582890113900395e-09,1.1585145329189712e-05,0.0034057966775715752,5.7407192128877276e-06,1.3204271145756127e-05,3.005255990010203e-10,5.61822022522831e-05,0.003058015283815388,9.582890113900395e-09,1.1585145329189712e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
