Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],N2O [kg],CH4 [kg],electricity_GWP (AR5),electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_N2O,electricity_CH4,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP (AR5),nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP (AR5),renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_N2O,renewable fuel combustion_CH4,renewable fuel combustion_qty,renewable fuel combustion_unit
Electricity; at grid; consumption mix - PacifiCorp West - BA,afd157a1-c37c-3f33-bd41-227114c381f8,1.0,MJ,0.05849570423733727,9.466620111951766e-05,7.898007187819241e-06,5.25566877156044e-10,0.0029101216484596786,0.05455388328330775,6.439337271797879e-07,0.00013428116360282165,0.05849570423733727,9.466620111951766e-05,7.898007187819241e-06,5.25566877156044e-10,0.0029101216484596786,0.05455388328330775,6.439337271797879e-07,0.00013428116360282165,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Idaho Power Company - BA,b62e0b13-f036-3b07-aa74-c36a6c505d1a,1.0,MJ,0.030763034044087825,7.408246011419638e-05,7.087202356144686e-06,1.89103154091762e-10,0.0023317588888322324,0.02838991307734732,1.9916984990531425e-07,8.235953757264848e-05,0.030763034044087825,7.408246011419638e-05,7.087202356144686e-06,1.89103154091762e-10,0.0023317588888322324,0.02838991307734732,1.9916984990531425e-07,8.235953757264848e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
natural gas extraction and processing - Arkla,f7770c48-8c5e-31c5-8d0c-c1a216b65ffb,1.0,MJ,0.014246114687069487,8.862821628388241e-05,5.477154418957013e-06,0.0,0.0030093325661301124,0.009763421575119112,1.2943378812691647e-07,0.0001588711841666878,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; generation mix - Tampa Electric Company,e596ff4f-6050-3c0b-9689-e65620b395a3,1.0,MJ,0.20577661477581977,0.0004224188016202234,2.193813406459608e-05,1.7883524363413103e-09,0.0092112012373413,0.1955131115366561,2.41615292956116e-06,0.0003425326389965073,0.20577661477581977,0.0004224188016202234,2.193813406459608e-05,1.7883524363413103e-09,0.0092112012373413,0.1955131115366561,2.41615292956116e-06,0.0003425326389965073,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,ba6c7a86-9e38-357a-a11b-6fd0945a2e5e,1.0,MJ,0.12460724231015946,0.00024894331354560756,1.7213359651297614e-05,3.176799291994885e-10,0.007397820313513342,0.11715748149436514,9.590803404300339e-07,0.00025578662627150566,0.12460724231015946,0.00024894331354560756,1.7213359651297614e-05,3.176799291994885e-10,0.007397820313513342,0.11715748149436514,9.590803404300339e-07,0.00025578662627150566,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
natural gas extraction and processing - Piceance,f7cbad89-16f4-3c18-90b9-f7340aab68e4,1.0,MJ,0.017510154955510757,8.566253973356968e-05,5.29742495190162e-06,0.0,0.0029668314657371924,0.009604434626735877,1.2761094521303496e-07,0.00028113940810250195,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
natural gas extraction and processing - Appalachian,ed3ccae2-578f-3b4a-bc73-e3e7b4be85cb,1.0,MJ,0.014221207166032413,8.606058929876681e-05,6.35740844056645e-06,0.0,0.0029439777392335138,0.010691196180765184,1.36770926274829e-07,0.00012477738172749514,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Duke Energy Progress East - BA,b55ec9c6-062f-3cd6-aee0-940f3c589726,1.0,MJ,0.11338250286149384,0.0002279536716446936,1.3616067480740098e-05,2.0883271951203353e-09,0.004776764674302496,0.10399120767167506,1.6010698197514289e-06,0.0003177720275880667,0.11338250286149384,0.0002279536716446936,1.3616067480740098e-05,2.0883271951203353e-09,0.004776764674302496,0.10399120767167506,1.6010698197514289e-06,0.0003177720275880667,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at grid; generation mix - Public Utility District No. 2 of Grant County, Washington",b591cc47-d607-3875-97df-2b696348855b,1.0,MJ,0.0010231225551004784,2.646697737029842e-25,6.89542604547363e-27,0.0,6.291830650643393e-09,0.0010108709875710515,1.5568810217822602e-25,4.3755598319381617e-07,0.0010231225551004784,2.646697737029842e-25,6.89542604547363e-27,0.0,6.291830650643393e-09,0.0010108709875710515,1.5568810217822602e-25,4.3755598319381617e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at grid; consumption mix - New Smyrna Beach, Utilities Commission of - BA",e63d16a5-d112-3572-9a5e-fab2bfcbedfd,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at grid; consumption mix - Arlington Valley, LLC - AVBA - BA",d7f09b44-a4d6-3b83-9a11-28e977c200ee,1.0,MJ,0.1608219098606046,0.00024274667082585413,1.6873698268005695e-05,1.5070770616230793e-10,0.008556270724393926,0.1355573197741549,4.981403738628811e-07,0.0008969491307674207,0.1608219098606046,0.00024274667082585413,1.6873698268005695e-05,1.5070770616230793e-10,0.008556270724393926,0.1355573197741549,4.981403738628811e-07,0.0008969491307674207,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,d48a6fc0-ff40-3124-997a-ba5e7955fef2,1.0,MJ,0.25907253262322305,0.0003815270473441146,1.864009508141909e-05,3.2220454849971314e-09,0.0068301456562570514,0.24973850275516282,4.074605878087619e-06,0.00029303420596363716,0.25907253262322305,0.0003815270473441146,1.864009508141909e-05,3.2220454849971314e-09,0.0068301456562570514,0.24973850275516282,4.074605878087619e-06,0.00029303420596363716,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.",d6a2dbb1-9391-3306-b712-d7706e4eadb8,1.0,MJ,0.1726715066020895,0.000488545635878996,2.5498208291970615e-05,2.0283702531902257e-09,0.011200596004642526,0.16259196589189373,1.5997023883003573e-06,0.0003436034099093086,0.1726715066020895,0.000488545635878996,2.5498208291970615e-05,2.0283702531902257e-09,0.011200596004642526,0.16259196589189373,1.5997023883003573e-06,0.0003436034099093086,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,eb5a96ac-8afe-33f5-9d84-989feb43565e,1.0,MJ,0.1456345198322625,0.0002370670464415379,1.3860976955771799e-05,1.662426460102759e-09,0.0050368398219122704,0.13967848873633718,2.0102113160118155e-06,0.00019186722866683847,0.1456345198322625,0.0002370670464415379,1.3860976955771799e-05,1.662426460102759e-09,0.0050368398219122704,0.13967848873633718,2.0102113160118155e-06,0.00019186722866683847,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Arizona Public Service Company - BA,b47455f1-fc68-33b2-a2a8-217485ef8bba,1.0,MJ,0.22020211274694926,0.000481692782632977,2.7489550906205065e-05,2.984726787842652e-09,0.01333825459924475,0.20868828629675587,3.0143064056625898e-06,0.00038100508003969976,0.22020211274694926,0.000481692782632977,2.7489550906205065e-05,2.984726787842652e-09,0.01333825459924475,0.20868828629675587,3.0143064056625898e-06,0.00038100508003969976,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA,b11b441f-ee64-3f38-b52a-8ad61471cec0,1.0,MJ,0.20581441525453462,0.0004021861887605875,2.4791688901392248e-05,1.981804245509986e-09,0.011260199732560108,0.1957411038967901,1.790983942810674e-06,0.0003416114137372629,0.20581441525453462,0.0004021861887605875,2.4791688901392248e-05,1.981804245509986e-09,0.011260199732560108,0.1957411038967901,1.790983942810674e-06,0.0003416114137372629,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at user; consumption mix - Turlock Irrigation District - BA,dc255d13-6512-372d-8738-48739679d529,1.0,MJ,0.1275699242004043,0.00020887545758860966,1.5409500369145522e-05,3.72640888530297e-10,0.007683014669318524,0.11552830200610344,6.66730934279149e-07,0.00042267738167724693,0.1275699242004043,0.00020887545758860966,1.5409500369145522e-05,3.72640888530297e-10,0.007683014669318524,0.11552830200610344,6.66730934279149e-07,0.00042267738167724693,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
power plant construction - coal_const,5614332b-4bc3-3959-9c83-7f8eb03a734b,1.0,Item(s),26346.933776260477,80.29455840515107,43.70216332639506,0.0058607879850746366,1660.6843983641654,22925.78237528293,0.7684247350004405,86.1705260076552,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; generation mix - Gainesville Regional Utilities,d4031d82-ca6e-3548-b07c-2acd79f47a3f,1.0,MJ,0.23715198880884145,0.0003640706509798208,2.4089614473970884e-05,2.3608339793056765e-09,0.010501679632401319,0.22868986924179605,2.367018649425531e-06,0.00027814553389168817,0.23715198880884145,0.0003640706509798208,2.4089614473970884e-05,2.3608339793056765e-09,0.010501679632401319,0.22868986924179605,2.367018649425531e-06,0.00027814553389168817,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
natural gas extraction and processing - Fort Worth,3bb3995c-5f0f-356d-8811-ed38be5b5def,1.0,MJ,0.015668123453175288,9.29980269317159e-05,5.778304365707125e-06,0.0,0.00327651690807007,0.010160318483954182,1.2605203400771805e-07,0.00019551432781358036,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at grid; generation mix - New Harquahala Generating Company, LLC - HGBA",a33bcf89-5448-302e-bb89-7f181c41c6a5,1.0,MJ,0.15155701814835826,0.00023255594385607155,1.6311937096789513e-05,1.56561982980989e-10,0.008187585057299647,0.12752538712648226,4.7532382385560857e-07,0.0008531058388554108,0.15155701814835826,0.00023255594385607155,1.6311937096789513e-05,1.56561982980989e-10,0.008187585057299647,0.12752538712648226,4.7532382385560857e-07,0.0008531058388554108,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
petroleum extraction and processing - RFO PADD 3,e66feab0-54e1-347e-bb0a-2e93dca7d48f,1.0,MJ,0.024097616991327092,2.9374176152038814e-05,1.7240844979743495e-06,3.764671820026866e-11,0.0007081426638564178,0.0196002245904687,1.8280440845773202e-07,0.00015870041600709976,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - South Carolina Public Service Authority - BA,a32b02de-c81f-3fba-bb48-58f5f5d9c2c8,1.0,MJ,0.2416692823486876,0.0003111316638836659,1.7509715162153545e-05,4.40697370577801e-09,0.006311438574703746,0.22928385579645144,3.254943531198081e-06,0.00040969010511153736,0.2416692823486876,0.0003111316638836659,1.7509715162153545e-05,4.40697370577801e-09,0.006311438574703746,0.22928385579645144,3.254943531198081e-06,0.00040969010511153736,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at grid; generation mix - Gila River Power, LLC",fa3c1da6-732d-3554-93ec-6e9dd02a6705,1.0,MJ,0.1563215262135334,0.0004400904530133872,2.955832248881394e-05,1.6665318198011264e-10,0.0153884218388977,0.13205055369613736,4.883168480889168e-07,0.0008614877175345414,0.1563215262135334,0.0004400904530133872,2.955832248881394e-05,1.6665318198011264e-10,0.0153884218388977,0.13205055369613736,4.883168480889168e-07,0.0008614877175345414,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",ec6a9894-9221-34d6-9814-b0179435bac8,1.0,MJ,0.0010645485377933617,2.7538618828116977e-25,7.17462016410177e-27,0.0,6.546585338965662e-09,0.0010518009072831077,1.6199187545951162e-25,4.552725182233606e-07,0.0010645485377933617,2.7538618828116977e-25,7.17462016410177e-27,0.0,6.546585338965662e-09,0.0010518009072831077,1.6199187545951162e-25,4.552725182233606e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - SPP - FERC,f21316ee-5206-3cb6-80ac-9516cfd74abf,1.0,MJ,0.18530487514831925,0.00043071644242700176,1.9650733788241314e-05,3.965252944685864e-09,0.007107382885637373,0.17872249920874855,2.4214494840588694e-06,0.00021069864880656492,0.18530487514831925,0.00043071644242700176,1.9650733788241314e-05,3.965252944685864e-09,0.007107382885637373,0.17872249920874855,2.4214494840588694e-06,0.00021069864880656492,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
natural gas extraction and processing - Permian,830a756a-1b95-38da-bc4b-86f0ca4ee07c,1.0,MJ,0.013944752874751132,8.870923371087726e-05,5.454795713643437e-06,0.0,0.002923034878263919,0.009831002454284692,1.3387208569398319e-07,0.00014565265415439972,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Tucson Electric Power - BA,e06c46bf-e2d6-33bf-90e7-1f90eeb98dcb,1.0,MJ,0.2413497524261621,0.00041312977141292733,1.9413110290448668e-05,5.715738864562644e-09,0.007868397338483686,0.23380600657638717,3.560854314107515e-06,0.00023080474184314974,0.2413497524261621,0.00041312977141292733,1.9413110290448668e-05,5.715738864562644e-09,0.007868397338483686,0.23380600657638717,3.560854314107515e-06,0.00023080474184314974,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Southwestern Power Administration - BA,ec5c89b7-509e-3fd7-9308-f51554c1b529,1.0,MJ,0.07974161099913006,0.0002714082612640945,7.2728309185047035e-06,1.7758478912955031e-09,0.0021952777725843843,0.07718155814530837,1.1402966244034409e-06,8.02450219350805e-05,0.07974161099913006,0.0002714082612640945,7.2728309185047035e-06,1.7758478912955031e-09,0.0021952777725843843,0.07718155814530837,1.1402966244034409e-06,8.02450219350805e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
natural gas extraction and processing - East Texas,111b690d-a86d-3388-8980-8fb6f1d1bb34,1.0,MJ,0.015034794567699444,8.562058126058988e-05,5.308944950478842e-06,0.0,0.0029890079361745976,0.009621165131867077,1.266308329020555e-07,0.0001921454379886516,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"Electricity; at user; consumption mix - Arlington Valley, LLC - AVBA - BA",c8caa143-b258-3aa7-8c7e-4615424941eb,1.0,MJ,0.16686477889441617,0.00025186785550439613,1.7507725987474964e-05,1.5637053488704043e-10,0.008877771839821315,0.14065087407082846,5.168579543363157e-07,0.000930651914995743,0.16686477889441617,0.00025186785550439613,1.7507725987474964e-05,1.5637053488704043e-10,0.008877771839821315,0.14065087407082846,5.168579543363157e-07,0.000930651914995743,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at user; consumption mix - ERCOT - FERC,b16ca0d0-3f5c-3a24-a398-3bda3ffe06bd,1.0,MJ,0.18110686248134292,0.0005124120883296153,2.6743847861918648e-05,2.127460284181732e-09,0.011747768003185579,0.1705349156141438,1.6778511182891537e-06,0.00036038913849271217,0.18110686248134292,0.0005124120883296153,2.6743847861918648e-05,2.127460284181732e-09,0.011747768003185579,0.1705349156141438,1.6778511182891537e-06,0.00036038913849271217,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
petroleum extraction and processing - RFO PADD 5,ae9b0228-e29a-3e91-91fa-3855285b663c,1.0,MJ,0.0198458430149563,2.008211520192235e-05,1.1850691028176215e-06,2.4075037381630633e-11,0.0005374587274253132,0.016346978443439422,1.8370778878179012e-07,0.00012304856093921544,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
power plant construction - ngcc_const,5faf0d5f-993f-3906-bda9-b10eb58f5474,1.0,Item(s),12856.850631964893,38.02805784268156,36.36871846714888,0.0028699923312642136,780.5475058589318,11193.108094478053,0.35701189752740825,43.7933934662767,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"nuclear fuel extraction, prococessing, and transport",98a4522b-da0c-3239-88db-74b15ba0288d,1.0,MJ,0.004919169934378936,6.607903928333334e-05,5.9349001315391164e-06,1.1338497360022672e-12,0.0005560822357612999,0.0035875215257222207,2.184966666666667e-07,4.224246194444444e-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,a9420547-6281-38fe-bb48-a32546ed849f,1.0,MJ,0.13887486712706437,0.00029456704883182403,1.3037912695672429e-05,2.1197154584461448e-09,0.004778404452825845,0.1329032843282786,1.7389934699664886e-06,0.00019485381195128145,0.13887486712706437,0.00029456704883182403,1.3037912695672429e-05,2.1197154584461448e-09,0.004778404452825845,0.1329032843282786,1.7389934699664886e-06,0.00019485381195128145,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; consumption mix - Bonneville Power Administration - BA,e4fcd21b-a651-31c8-a123-ff308a80e080,1.0,MJ,0.032628519462342714,7.402213714457275e-05,6.036368479088147e-06,6.66358934999044e-10,0.0018375225894446065,0.031078621183004022,3.463550957995158e-07,5.1536920517575944e-05,0.032628519462342714,7.402213714457275e-05,6.036368479088147e-06,6.66358934999044e-10,0.0018375225894446065,0.031078621183004022,3.463550957995158e-07,5.1536920517575944e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
Electricity; at grid; generation mix - Arizona Public Service Company,ee9eb53a-3a0f-31cb-b1f3-ab3588e72891,1.0,MJ,0.2255778313326937,0.0005055228363285177,2.852766715796115e-05,3.3072006678372124e-09,0.013764258804776938,0.21558030512840443,3.330738824195388e-06,0.00032365149522290624,0.2255778313326937,0.0005055228363285177,2.852766715796115e-05,3.3072006678372124e-09,0.013764258804776938,0.21558030512840443,3.330738824195388e-06,0.00032365149522290624,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
