name,UUID,product_amount,unit,GWP (AR5),AP,EP ,ODP,POCP,CO2,CH4,N20
Electricity - COAL - Public Service Company of New Mexico,86cc8a19-8029-377c-abd5-0f1166ea29be,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Duke Energy Carolinas,0d947d01-28c6-3a2b-abc8-8b9273f64f91,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - California Independent System Operator,3bcee2b1-ec1f-3bc2-9ced-b16216973e77,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - COAL - Electric Reliability Council of Texas, Inc.",c248fc58-7a2b-3fbc-bbc0-233c929ed1e3,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - NorthWestern Corporation,9ffb3357-2438-336d-b35b-ea45d90793b8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Seminole Electric Cooperative,74c60cb1-ff13-3db2-a4dd-6434638e6cbe,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Salt River Project Agricultural Improvement and Power District,52a49886-a15e-3b68-879e-71605adf0a28,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Southwest Power Pool,f9d8b8bd-0af9-3d84-b1a4-3a379d7426b4,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - PacifiCorp East,d3dc06db-ec69-3b5c-8b76-a50869d1eb64,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Tucson Electric Power,ea1ee99c-16eb-317d-be7f-780aba68167b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - COAL - PJM Interconnection, LLC",3d31912a-18a2-3f23-8afb-63a30848d943,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - ISO-NE,0e887ec1-240c-35c1-b259-9d2b974637d1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Idaho Power Company,2826ce9e-cff6-395b-9da8-0562bfbc6306,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Tampa Electric Company,4fc87a76-64a4-316e-9143-32eab172abfa,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Arizona Public Service Company,c016e56a-ae0e-355f-9343-36a57ed2d543,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,3be2ba7d-a0d6-3f97-b2c5-3c51b478dd0f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Homestead, City of",bc8e05d5-11b7-3339-aaa1-02d12d058ac1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Balancing Authority of Northern California,dd2ed052-b08f-33db-bccc-84cf27a5c2af,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Imperial Irrigation District,ac6ca39d-4496-37af-bb11-0dec278ae76c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Tallahassee, City of",1251a574-a619-3b13-b91d-214069abb21d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Seattle City Light,f3ca598b-34f3-385d-b390-1e38c7baf823,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - JEA,e5459e62-5c4e-3f21-b90d-9eecbdceb1dc,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - Bonneville Power Administration,34ea2ce1-2efe-30b3-ba4c-0fa2905660a4,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Tennessee Valley Authority,ecfc0ceb-20c9-3f31-bd9f-cd3c4e40838d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - New York Independent System Operator,53bfd3e3-e63c-304f-97e9-25d8c13d805d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Duke Energy Progress East,9027df6c-b60e-388f-8ce6-5642e717a3d8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,b7d55a9f-8aff-3e5a-b776-6fd5919c0720,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - South Carolina Electric & Gas Company,e9ebb1b4-3deb-36eb-960c-c6fb06b5b81a,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - South Carolina Public Service Authority,c8d18ca2-56f5-3aaf-905a-a33b97be5e17,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Gainesville Regional Utilities,f5905d70-1ad9-3ae8-83f2-0ffc209b7fd8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Florida Power & Light Co.,6822aace-2855-36fe-8ca9-b22154e7144d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Bonneville Power Administration,a5a66d62-b2f6-32fb-9042-f4bf2a61bc9d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Public Service Company of Colorado,966f14a4-1fb5-3ad5-9059-456da87e9726,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Duke Energy Florida, Inc.",86eacf42-34c3-39ce-97c1-b93ee017df2d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Duke Energy Carolinas,f90e2061-b725-3ef1-9866-3f7ea339de97,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - Idaho Power Company,6ebd8f54-323b-3491-a5c5-b2bd013b726b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Midcontinent Independent System Operator, Inc.",690a1029-496e-32ad-b06e-08adf662b94d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - COAL - Southern Company Services, Inc. - Trans",d32102d3-0f61-3cb7-b0d0-185a56d84ac9,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Nevada Power Company,8b2a422b-6973-312f-901c-0d4d3473e4c8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Southwestern Power Administration,fed844f9-a10e-340c-b719-4c4a5053545e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Western Area Power Administration - Rocky Mountain Region,727cb6c7-20a7-3967-82a6-b38907a7daa5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Western Area Power Administration - Desert Southwest Region,5b66ef0d-5ca9-3267-9bb8-79dc59ca39f8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - ISO-NE,90ef287a-6112-36b8-aada-b0aa4959a888,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Western Area Power Administration - Rocky Mountain Region,ab453b74-254e-3f45-a1a9-df09fbe11d80,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Turlock Irrigation District,261774ca-1208-3935-8b71-4d9664d17448,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Electric Energy, Inc.",95326267-d283-3ed4-ae75-8a611ee00b82,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Portland General Electric Company,b575aa8b-fc5f-35c7-bc66-4ad8e8523002,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Southwest Power Pool,9e37a6ea-0bd7-3195-bcd8-7b91166c27f1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - JEA,00bd3f22-b4d9-32df-9bc6-a3adb59a2556,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - South Carolina Electric & Gas Company,9c3b355c-d1ae-3bba-a853-43872cf49fce,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - PacifiCorp East,a8f62416-04c9-3b96-99b7-361127821ed8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Associated Electric Cooperative, Inc.",52da6a79-6ec4-35d5-99ac-4f4de025ad49,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Arizona Public Service Company,d2af4dc5-748a-30e7-b7b9-27ad7b957800,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - PacifiCorp East,739e0290-cbea-3742-a1df-9cdf08a56bfa,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - Nevada Power Company,694e11f6-84d9-3372-9342-b30eea223117,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Bonneville Power Administration,1e5c0048-8d26-378c-9d51-338bdd7e62d5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - California Independent System Operator,f97def89-78b9-3417-855e-ea05b21c73c4,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - New Harquahala Generating Company, LLC - HGBA",334a9001-308e-3a10-baff-5e346f0ae5d2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Florida Power & Light Co.,96a73f9a-c65e-3207-802f-4074a516ff5c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Electric Reliability Council of Texas, Inc.",f9e7c1ea-30fc-345f-92c6-0cb455829f73,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Public Service Company of New Mexico,3075d0ce-10fe-363a-acc5-7184e14f1f44,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Tucson Electric Power,040f3efe-d388-394c-b09d-f48deb19893c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - Public Service Company of New Mexico,45fb226d-4cdf-3a2c-abb0-65ee74602c6e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Ohio Valley Electric Corporation,4e124e84-1278-3248-8062-7ef89eebf865,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Tennessee Valley Authority,704c6f47-70b2-3d02-9f5e-061ee78f5784,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Griffith Energy, LLC",b16eb7cc-ae28-3177-b92a-475607545bf1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Puget Sound Energy, Inc.",6eb13f91-7fc1-3d1d-9e0d-09bb46360505,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Public Service Company of Colorado,54843fdb-06c9-3c38-a99d-a06015ea459e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Florida Municipal Power Pool,dc2089db-6861-38bb-84af-7bb880c30d1c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Salt River Project Agricultural Improvement and Power District,e312dc43-b369-3c67-b9a8-6a82d23c7e08,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Tennessee Valley Authority,97e568d0-be48-3532-ae93-308b8aa2f16b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - PJM Interconnection, LLC",ad082c47-e5fd-355e-b565-27214cb1ed4f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Southern Company Services, Inc. - Trans",b316387a-6e0f-33e7-9e94-60ad84529a94,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Arizona Public Service Company,fea72fcd-f4ca-3d50-8be5-cefbc0269588,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - PowerSouth Energy Cooperative,4d0b1e41-3ea2-3108-8966-561e159fad56,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - COAL - Midcontinent Independent System Operator, Inc.",eb8c2dc8-46d6-33bb-bc28-b8b5ceab9be6,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - PowerSouth Energy Cooperative,04703480-cc7b-3439-89b2-808393491299,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - COAL - Associated Electric Cooperative, Inc.",c9cf3a4e-73c5-3ef9-9451-6d6681c89906,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Nevada Power Company,8dce445a-e187-3cb1-859a-6097b0edd69f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Duke Energy Progress East,39c24822-c857-3b67-8e8d-eb7581b809ef,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - Seminole Electric Cooperative,dc935dd4-f301-3541-9c26-36bcd3f39f52,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - PacifiCorp West,f0907165-3c7b-32ed-beda-f4482b6b7d16,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - California Independent System Operator,84b24091-18f9-34fe-9084-5403bb0be6ac,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - COAL - Duke Energy Florida, Inc.",618c512c-0ec4-3ec8-a41b-4b922d9bc8e5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - COAL - NorthWestern Corporation,f83ef894-acbc-372f-9ecc-d3a2d9b453dd,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - El Paso Electric Company,849b4c89-ee32-317d-8c1f-9dbc684c148f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - PacifiCorp West,02512e6a-cab5-3b1d-bc4e-369764e50d18,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Avista Corporation,f640f577-752d-3623-af61-a522eb77f90f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Gila River Power, LLC",2abbfae4-b41c-3592-a718-334493f83ade,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Gainesville Regional Utilities,75343792-1bef-3387-b9e0-32566258eb2b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - PacifiCorp West,598942cf-ee5c-3943-bd7e-462705fcb53b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,0f0dea5c-1d32-3d42-9048-b4ff2167264c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - BIOMASS - PJM Interconnection, LLC",ee3ff65f-795b-3572-aa13-e8fd1baa59e1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - South Carolina Public Service Authority,db6ac73a-f2b4-39be-a16b-c2291162f279,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Bonneville Power Administration,016a4ac8-bc3a-36c7-a548-f9fab68929e1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Los Angeles Department of Water and Power,8cc71168-aa82-3661-976b-4f5e949163cc,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GEOTHERMAL - Imperial Irrigation District,8f475281-26df-3223-bbdb-d28ecc360324,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - GAS - Arlington Valley, LLC - AVBA",32e55f0f-9338-33f2-9506-2802a235e7fc,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Duke Energy Progress East,94ea5ab1-3e4e-3103-a070-52bbc30d6187,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - US - US,75d4be66-12a7-30b3-bc57-fa724c941b0e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - PacifiCorp West,8f1a0ac3-b5a9-3717-8991-c04ee748d65b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - South Carolina Public Service Authority,90e29df9-6c97-3236-b0ce-f1d83b397239,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,825ea07f-8c79-31f3-9d0d-eae1a8410685,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; consumption mix - ISO-NE - FERC,668f4318-8e2e-35f1-82ab-4647e7bd42a8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,99661c17-082b-33a2-8d0e-8331d19831e2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - JEA,41c1d26c-f6d2-39d6-8464-39f2e6eabde0,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - NYISO - FERC,8aaa2df9-e6e6-3774-91a1-553bed6a719a,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,64b4786b-0d0e-3f41-b49f-d51486884c98,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",73cf723e-ab4a-3ae1-9a1e-a34364cea714,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - Florida Power & Light Co.,89da5bb7-fc6d-38fc-b122-3e6110193449,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - New York Independent System Operator,96d97554-b4ed-3f84-98bf-7c92a04f45a5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA",75132c61-a7bd-3cf4-a377-1e97e124becd,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - Duke Energy Progress East - BA,5ac61f8b-20d0-3a99-a4a0-c888d8d23423,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; consumption mix - PJM - FERC,6ea4ba30-2cef-3a68-99d7-efb3a2088e06,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; consumption mix - PUD No. 1 of Douglas County - BA,75f0af0b-abe3-36f4-ae05-2fdf13c7167b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - Avista Corporation,9c7a2f50-cd94-320b-b3d1-947766362d0c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity; at user; consumption mix - Electric Energy, Inc. - BA",71cd0065-a21f-3b67-a280-5157704902b0,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - ALL - Ontario IESO,7eefdabc-2b19-3e20-b9cd-82a77c8ca5a0,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - ALL - New Brunswick System Operator,ff3784f5-1902-3aa8-ab43-2150987c9d2b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - ALL - Manitoba Hydro,34e96a45-3ff2-3d0f-83d7-5cd0505a0d47,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - El Paso Electric Company,d7a94246-6bbe-3fb2-89e7-1f7688304ddc,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity; at grid; consumption mix - Puget Sound Energy, Inc. - BA",6334c6ab-2295-313a-8cbd-a8e86e846232,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; consumption mix - Avista Corporation - BA,763f16bd-1c1e-336a-acc0-626123547161,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,8bb4009f-c0f8-323f-b3e8-78dd059967a8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - Southwestern Power Administration - BA,7bd56448-965a-3e54-bf7f-f28608f4fe7a,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - Bonneville Power Administration,638c79fc-889a-3669-b596-d699ca9d3b9f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - Southwest Power Pool - BA,5fbe46bd-265a-3a59-98fe-c74a1c223877,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - BIOMASS - Puget Sound Energy, Inc.",70b17e50-20e1-35a0-a67d-e116a6d72091,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; consumption mix - Southwest Power Pool - BA,9ce1f4d7-caf4-3f29-9208-b54a3803b295,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Bonneville Power Administration,9c9e194b-3ba6-3264-808d-93495d81021b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Imperial Irrigation District,7dd0b43b-c287-3594-888f-560a62a901b7,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Western Area Power Administration - Rocky Mountain Region,00c1b36f-7dec-360a-9e67-cfd64b564422,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - Southeast - FERC,9f6a16c6-3df8-39f0-8b4e-af72c0e663ca,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; consumption mix - US - US,5c13cc4e-b1eb-3fca-a291-b2891bd253a0,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Balancing Authority of Northern California,979627fb-f9e3-317b-a6bd-e5ab21448a21,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - PowerSouth Energy Cooperative,703de41a-ca9e-3abc-942c-3f949133a2fe,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",739a9cbd-7189-3c4b-ae7b-8b756e99bcfb,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - Southwest - FERC,820dce70-1ea5-3b8a-b551-e8660e280f9f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - Seminole Electric Cooperative,9ff31a19-6e51-3acb-bc9e-ac10c39943a3,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity; at grid; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA",79ea9941-224c-30bd-969d-4032cfaa8005,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - Southwest Power Pool,713cf846-43d9-3d3f-a831-4ae3e164953e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - BIOMASS - Associated Electric Cooperative, Inc.",01c2797c-fa4d-3920-96e5-130064f3c3bd,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - BIOMASS - Electric Reliability Council of Texas, Inc.",951a6c08-e85a-3307-8012-b44ed7ae5fcf,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; generation mix - South Carolina Electric & Gas Company,7f04a537-c3e1-3227-bfe2-4e3c63c378fb,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - BIOMASS - Southwest Power Pool,c309a3f7-a844-3b68-83e3-f08617d4d92c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at user; consumption mix - Florida Municipal Power Pool - BA,9aa4d22e-c29e-35ac-b81d-1908de7be42b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity; at grid; consumption mix - Ohio Valley Electric Corporation - BA,7d1b2a42-aac2-3d51-9b68-075d16682fb9,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - BIOMASS - Duke Energy Florida, Inc.",d3acbece-20e4-329f-a360-cab4cb2162c9,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - ALL - Hydro-Quebec TransEnergie,d41b1948-c4eb-3a6c-94cb-03552af64b0b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",610df26a-4b74-30c3-be75-7af4e6021ab9,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - BIOMASS - Midcontinent Independent System Operator, Inc.",3df196bb-c5ed-3702-8a73-11ffd9c59750,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
