origin_state,distance (km),eol_pathway
NC,198,Recycle
NC,204,Recycle
NC,261,Recycle
NC,275,Recycle
NC,275,Recycle
NC,308,Recycle
NC,319,Recycle
NC,466,Recycle
NC,474,Recycle
ND,283,Compost
ND,285,Compost
ND,291,Compost
ND,333,Compost
ND,335,Compost
ND,341,Compost
ND,343,Compost
ND,345,Compost
ND,351,Compost
ND,410,Compost
ND,431,Compost
ND,432,Compost
ND,460,Compost
ND,480,Compost
ND,490,Compost
ND,704,Compost
ND,706,Compost
ND,754,Compost
ND,112,Incinerate
ND,116,Incinerate
ND,118,Incinerate
ND,119,Incinerate
ND,172,Incinerate
ND,174,Incinerate
ND,174,Incinerate
ND,178,Incinerate
ND,180,Incinerate
ND,180,Incinerate
ND,228,Incinerate
ND,259,Incinerate
ND,299,Incinerate
ND,320,Incinerate
ND,321,Incinerate
ND,446,Incinerate
ND,533,Incinerate
ND,593,Incinerate
ND,1,Landfill
ND,1,Landfill
ND,3,Landfill
ND,4,Landfill
ND,5,Landfill
ND,8,Landfill
ND,9,Landfill
ND,12,Landfill
ND,27,Landfill
ND,28,Landfill
ND,32,Landfill
ND,41,Landfill
ND,80,Landfill
ND,86,Landfill
ND,86,Landfill
ND,102,Landfill
ND,107,Landfill
ND,6,Recycle
ND,7,Recycle
ND,9,Recycle
ND,9,Recycle
ND,9,Recycle
ND,10,Recycle
ND,10,Recycle
ND,11,Recycle
ND,11,Recycle
ND,12,Recycle
ND,12,Recycle
ND,12,Recycle
ND,13,Recycle
ND,13,Recycle
ND,14,Recycle
ND,14,Recycle
ND,14,Recycle
ND,15,Recycle
ND,15,Recycle
ND,15,Recycle
ND,15,Recycle
ND,16,Recycle
ND,16,Recycle
ND,16,Recycle
ND,24,Recycle
ND,32,Recycle
ND,33,Recycle
NE,18,Compost
NE,26,Compost
NE,135,Compost
NE,218,Compost
NE,239,Compost
NE,248,Compost
NE,324,Compost
NE,326,Compost
NE,355,Compost
NE,415,Compost
NE,459,Compost
NE,462,Compost
NE,264,Incinerate
NE,272,Incinerate
NE,355,Incinerate
NE,446,Incinerate
NE,454,Incinerate
NE,466,Incinerate
NE,497,Incinerate
NE,539,Incinerate
NE,548,Incinerate
NE,608,Incinerate
NE,619,Incinerate
NE,722,Incinerate
NE,1,Landfill
NE,2,Landfill
NE,4,Landfill
NE,6,Landfill
NE,9,Landfill
NE,11,Landfill
NE,46,Landfill
NE,52,Landfill
NE,68,Landfill
NE,76,Landfill
NE,84,Landfill
NE,121,Landfill
NE,2,Recycle
NE,4,Recycle
NE,5,Recycle
NE,9,Recycle
NE,11,Recycle
NE,11,Recycle
NE,11,Recycle
NE,11,Recycle
NE,12,Recycle
NE,12,Recycle
NE,12,Recycle
NE,12,Recycle
NE,13,Recycle
NE,13,Recycle
NE,14,Recycle
NE,15,Recycle
NE,15,Recycle
NE,17,Recycle
NE,18,Recycle
NE,20,Recycle
NE,23,Recycle
NE,23,Recycle
NE,24,Recycle
NE,24,Recycle
NE,29,Recycle
NE,30,Recycle
NE,30,Recycle
NE,35,Recycle
NE,40,Recycle
NE,60,Recycle
NE,60,Recycle
NE,64,Recycle
NE,64,Recycle
NE,65,Recycle
NE,65,Recycle
NE,70,Recycle
NE,79,Recycle
NE,79,Recycle
NE,83,Recycle
NE,87,Recycle
NE,89,Recycle
NE,95,Recycle
NE,125,Recycle
NE,131,Recycle
NE,135,Recycle
NE,142,Recycle
NE,164,Recycle
NE,169,Recycle
NE,177,Recycle
NE,397,Recycle
NE,427,Recycle
NH,117,Compost
NH,159,Compost
NH,165,Compost
NH,175,Compost
NH,183,Compost
NH,207,Compost
NH,217,Compost
NH,223,Compost
NH,231,Compost
NH,267,Compost
NH,285,Compost
NH,291,Compost
NH,302,Compost
NH,351,Compost
NH,399,Compost
NH,14,Incinerate
NH,19,Incinerate
NH,37,Incinerate
NH,42,Incinerate
NH,49,Incinerate
NH,53,Incinerate
NH,55,Incinerate
NH,61,Incinerate
NH,65,Incinerate
NH,68,Incinerate
NH,71,Incinerate
NH,76,Incinerate
NH,134,Incinerate
NH,160,Incinerate
NH,187,Incinerate
NH,1,Landfill
NH,2,Landfill
NH,5,Landfill
NH,5,Landfill
NH,6,Landfill
NH,8,Landfill
NH,8,Landfill
NH,10,Landfill
NH,11,Landfill
NH,13,Landfill
NH,17,Landfill
NH,20,Landfill
NH,48,Landfill
NH,1,Recycle
NH,4,Recycle
NH,4,Recycle
NH,5,Recycle
NH,5,Recycle
NH,6,Recycle
NH,6,Recycle
NH,6,Recycle
NH,7,Recycle
NH,7,Recycle
NH,7,Recycle
NH,8,Recycle
NH,8,Recycle
NH,8,Recycle
NH,8,Recycle
NH,8,Recycle
NH,9,Recycle
NH,9,Recycle
NH,9,Recycle
NH,9,Recycle
NH,9,Recycle
NH,10,Recycle
NH,10,Recycle
NH,10,Recycle
NH,10,Recycle
NH,10,Recycle
NH,10,Recycle
NH,11,Recycle
NH,11,Recycle
NH,11,Recycle
NH,11,Recycle
NH,12,Recycle
NH,12,Recycle
NH,12,Recycle
NH,13,Recycle
NH,14,Recycle
NH,15,Recycle
NH,15,Recycle
NH,15,Recycle
NH,17,Recycle
NH,18,Recycle
NH,18,Recycle
NH,19,Recycle
NH,22,Recycle
NH,22,Recycle
NJ,4,Compost
NJ,4,Compost
NJ,8,Compost
NJ,12,Compost
NJ,12,Compost
NJ,14,Compost
NJ,14,Compost
NJ,14,Compost
NJ,14,Compost
NJ,14,Compost
NJ,15,Compost
NJ,15,Compost
NJ,15,Compost
NJ,16,Compost
NJ,16,Compost
NJ,16,Compost
NJ,16,Compost
NJ,17,Compost
NJ,17,Compost
NJ,18,Compost
NJ,18,Compost
NJ,19,Compost
NJ,19,Compost
NJ,19,Compost
NJ,20,Compost
NJ,20,Compost
NJ,21,Compost
NJ,21,Compost
NJ,21,Compost
NJ,21,Compost
NJ,22,Compost
NJ,22,Compost
NJ,22,Compost
NJ,23,Compost
NJ,23,Compost
NJ,24,Compost
NJ,24,Compost
NJ,24,Compost
NJ,24,Compost
NJ,24,Compost
NJ,26,Compost
NJ,26,Compost
NJ,26,Compost
NJ,26,Compost
NJ,26,Compost
NJ,26,Compost
NJ,27,Compost
NJ,27,Compost
NJ,27,Compost
NJ,27,Compost
NJ,27,Compost
NJ,27,Compost
NJ,28,Compost
NJ,28,Compost
NJ,28,Compost
NJ,28,Compost
NJ,28,Compost
NJ,29,Compost
NJ,29,Compost
NJ,29,Compost
NJ,30,Compost
NJ,30,Compost
NJ,30,Compost
NJ,30,Compost
NJ,30,Compost
NJ,31,Compost
NJ,31,Compost
NJ,31,Compost
NJ,32,Compost
NJ,32,Compost
NJ,32,Compost
NJ,32,Compost
NJ,33,Compost
NJ,33,Compost
NJ,33,Compost
NJ,33,Compost
NJ,33,Compost
NJ,33,Compost
NJ,33,Compost
NJ,33,Compost
NJ,33,Compost
NJ,34,Compost
NJ,34,Compost
NJ,34,Compost
NJ,35,Compost
NJ,35,Compost
NJ,36,Compost
NJ,36,Compost
NJ,36,Compost
NJ,36,Compost
NJ,37,Compost
NJ,37,Compost
NJ,37,Compost
NJ,38,Compost
NJ,38,Compost
NJ,38,Compost
NJ,38,Compost
NJ,38,Compost
NJ,39,Compost
NJ,39,Compost
NJ,39,Compost
NJ,39,Compost
NJ,40,Compost
NJ,40,Compost
NJ,40,Compost
NJ,40,Compost
NJ,40,Compost
NJ,40,Compost
NJ,40,Compost
NJ,41,Compost
NJ,41,Compost
NJ,41,Compost
NJ,42,Compost
NJ,42,Compost
NJ,42,Compost
NJ,42,Compost
NJ,42,Compost
NJ,42,Compost
NJ,43,Compost
NJ,44,Compost
NJ,45,Compost
NJ,45,Compost
NJ,46,Compost
NJ,46,Compost
NJ,46,Compost
NJ,47,Compost
NJ,47,Compost
NJ,47,Compost
NJ,47,Compost
NJ,48,Compost
NJ,48,Compost
NJ,49,Compost
NJ,49,Compost
NJ,49,Compost
NJ,49,Compost
NJ,49,Compost
NJ,50,Compost
NJ,50,Compost
NJ,50,Compost
NJ,50,Compost
NJ,50,Compost
NJ,51,Compost
NJ,52,Compost
NJ,52,Compost
NJ,52,Compost
NJ,52,Compost
NJ,53,Compost
NJ,53,Compost
NJ,54,Compost
NJ,54,Compost
NJ,54,Compost
NJ,55,Compost
NJ,55,Compost
NJ,55,Compost
NJ,55,Compost
NJ,55,Compost
NJ,55,Compost
NJ,56,Compost
NJ,56,Compost
NJ,56,Compost
NJ,56,Compost
NJ,56,Compost
NJ,57,Compost
NJ,57,Compost
NJ,58,Compost
NJ,58,Compost
NJ,58,Compost
NJ,58,Compost
NJ,58,Compost
NJ,58,Compost
NJ,58,Compost
NJ,59,Compost
NJ,59,Compost
NJ,59,Compost
NJ,60,Compost
NJ,60,Compost
NJ,60,Compost
NJ,61,Compost
NJ,61,Compost
NJ,62,Compost
NJ,62,Compost
NJ,62,Compost
NJ,62,Compost
NJ,63,Compost
NJ,63,Compost
NJ,63,Compost
NJ,64,Compost
NJ,64,Compost
NJ,65,Compost
NJ,66,Compost
NJ,66,Compost
NJ,66,Compost
NJ,66,Compost
NJ,66,Compost
NJ,67,Compost
NJ,67,Compost
NJ,67,Compost
NJ,67,Compost
NJ,67,Compost
NJ,67,Compost
NJ,67,Compost
NJ,67,Compost
NJ,67,Compost
NJ,68,Compost
NJ,68,Compost
NJ,68,Compost
NJ,68,Compost
NJ,69,Compost
NJ,69,Compost
NJ,70,Compost
NJ,70,Compost
NJ,70,Compost
NJ,71,Compost
NJ,71,Compost
NJ,72,Compost
NJ,72,Compost
NJ,72,Compost
NJ,72,Compost
NJ,72,Compost
NJ,73,Compost
NJ,73,Compost
NJ,73,Compost
NJ,74,Compost
NJ,74,Compost
NJ,74,Compost
NJ,74,Compost
NJ,75,Compost
NJ,75,Compost
NJ,75,Compost
NJ,75,Compost
NJ,76,Compost
NJ,76,Compost
NJ,77,Compost
NJ,77,Compost
NJ,77,Compost
NJ,79,Compost
NJ,80,Compost
NJ,80,Compost
NJ,81,Compost
NJ,82,Compost
NJ,83,Compost
NJ,84,Compost
NJ,87,Compost
NJ,88,Compost
NJ,88,Compost
NJ,89,Compost
NJ,91,Compost
NJ,92,Compost
NJ,93,Compost
NJ,94,Compost
NJ,94,Compost
NJ,95,Compost
NJ,95,Compost
NJ,95,Compost
NJ,97,Compost
NJ,98,Compost
NJ,98,Compost
NJ,99,Compost
NJ,100,Compost
NJ,100,Compost
NJ,102,Compost
NJ,103,Compost
NJ,103,Compost
NJ,105,Compost
NJ,109,Compost
NJ,115,Compost
NJ,116,Compost
NJ,119,Compost
NJ,121,Compost
NJ,121,Compost
NJ,122,Compost
NJ,124,Compost
NJ,127,Compost
NJ,132,Compost
NJ,136,Compost
NJ,1,Incinerate
NJ,2,Incinerate
NJ,3,Incinerate
NJ,4,Incinerate
NJ,5,Incinerate
NJ,7,Incinerate
NJ,8,Incinerate
NJ,8,Incinerate
NJ,9,Incinerate
NJ,9,Incinerate
NJ,10,Incinerate
NJ,10,Incinerate
NJ,10,Incinerate
NJ,11,Incinerate
NJ,11,Incinerate
NJ,11,Incinerate
NJ,11,Incinerate
NJ,11,Incinerate
NJ,11,Incinerate
NJ,12,Incinerate
NJ,12,Incinerate
NJ,12,Incinerate
NJ,13,Incinerate
NJ,13,Incinerate
NJ,13,Incinerate
NJ,14,Incinerate
NJ,15,Incinerate
NJ,15,Incinerate
NJ,16,Incinerate
NJ,16,Incinerate
NJ,17,Incinerate
NJ,17,Incinerate
NJ,17,Incinerate
NJ,17,Incinerate
NJ,17,Incinerate
NJ,17,Incinerate
NJ,17,Incinerate
NJ,18,Incinerate
NJ,18,Incinerate
NJ,18,Incinerate
NJ,19,Incinerate
NJ,19,Incinerate
NJ,19,Incinerate
NJ,21,Incinerate
NJ,22,Incinerate
NJ,22,Incinerate
NJ,22,Incinerate
NJ,22,Incinerate
NJ,23,Incinerate
NJ,24,Incinerate
NJ,24,Incinerate
NJ,24,Incinerate
NJ,25,Incinerate
NJ,26,Incinerate
NJ,26,Incinerate
NJ,27,Incinerate
NJ,27,Incinerate
NJ,27,Incinerate
NJ,27,Incinerate
NJ,27,Incinerate
NJ,27,Incinerate
NJ,28,Incinerate
NJ,28,Incinerate
NJ,28,Incinerate
NJ,28,Incinerate
NJ,29,Incinerate
NJ,29,Incinerate
NJ,29,Incinerate
NJ,29,Incinerate
NJ,29,Incinerate
NJ,30,Incinerate
NJ,30,Incinerate
NJ,30,Incinerate
NJ,31,Incinerate
NJ,31,Incinerate
NJ,31,Incinerate
NJ,32,Incinerate
NJ,32,Incinerate
NJ,32,Incinerate
NJ,33,Incinerate
NJ,33,Incinerate
NJ,33,Incinerate
NJ,33,Incinerate
NJ,34,Incinerate
NJ,34,Incinerate
NJ,34,Incinerate
NJ,34,Incinerate
NJ,34,Incinerate
NJ,35,Incinerate
NJ,36,Incinerate
NJ,36,Incinerate
NJ,37,Incinerate
NJ,37,Incinerate
NJ,39,Incinerate
NJ,39,Incinerate
NJ,40,Incinerate
NJ,40,Incinerate
NJ,40,Incinerate
NJ,41,Incinerate
NJ,41,Incinerate
NJ,41,Incinerate
NJ,42,Incinerate
NJ,43,Incinerate
NJ,43,Incinerate
NJ,43,Incinerate
NJ,43,Incinerate
NJ,44,Incinerate
NJ,44,Incinerate
NJ,44,Incinerate
NJ,44,Incinerate
NJ,45,Incinerate
NJ,45,Incinerate
NJ,46,Incinerate
NJ,46,Incinerate
NJ,46,Incinerate
NJ,46,Incinerate
NJ,48,Incinerate
NJ,48,Incinerate
NJ,48,Incinerate
NJ,48,Incinerate
NJ,48,Incinerate
NJ,48,Incinerate
NJ,49,Incinerate
NJ,49,Incinerate
NJ,49,Incinerate
NJ,49,Incinerate
NJ,50,Incinerate
NJ,50,Incinerate
NJ,50,Incinerate
NJ,50,Incinerate
NJ,51,Incinerate
NJ,51,Incinerate
NJ,51,Incinerate
NJ,52,Incinerate
NJ,52,Incinerate
NJ,52,Incinerate
NJ,52,Incinerate
NJ,53,Incinerate
NJ,53,Incinerate
NJ,53,Incinerate
NJ,53,Incinerate
NJ,53,Incinerate
NJ,53,Incinerate
NJ,54,Incinerate
NJ,54,Incinerate
NJ,54,Incinerate
NJ,54,Incinerate
NJ,54,Incinerate
NJ,54,Incinerate
NJ,55,Incinerate
NJ,55,Incinerate
NJ,55,Incinerate
NJ,55,Incinerate
NJ,55,Incinerate
NJ,56,Incinerate
NJ,56,Incinerate
NJ,57,Incinerate
NJ,57,Incinerate
NJ,57,Incinerate
NJ,57,Incinerate
NJ,58,Incinerate
NJ,58,Incinerate
NJ,58,Incinerate
NJ,59,Incinerate
NJ,59,Incinerate
NJ,59,Incinerate
NJ,59,Incinerate
NJ,59,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,60,Incinerate
NJ,61,Incinerate
NJ,61,Incinerate
NJ,61,Incinerate
NJ,61,Incinerate
NJ,61,Incinerate
NJ,62,Incinerate
NJ,62,Incinerate
NJ,62,Incinerate
NJ,62,Incinerate
NJ,62,Incinerate
NJ,62,Incinerate
NJ,62,Incinerate
NJ,63,Incinerate
NJ,63,Incinerate
NJ,63,Incinerate
NJ,63,Incinerate
NJ,63,Incinerate
NJ,64,Incinerate
NJ,64,Incinerate
NJ,64,Incinerate
NJ,64,Incinerate
NJ,64,Incinerate
NJ,65,Incinerate
NJ,66,Incinerate
NJ,66,Incinerate
NJ,66,Incinerate
NJ,66,Incinerate
NJ,67,Incinerate
NJ,67,Incinerate
NJ,67,Incinerate
NJ,67,Incinerate
NJ,68,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,69,Incinerate
NJ,70,Incinerate
NJ,71,Incinerate
NJ,71,Incinerate
NJ,71,Incinerate
NJ,72,Incinerate
NJ,72,Incinerate
NJ,72,Incinerate
NJ,72,Incinerate
NJ,73,Incinerate
NJ,74,Incinerate
NJ,75,Incinerate
NJ,75,Incinerate
NJ,76,Incinerate
NJ,76,Incinerate
NJ,77,Incinerate
NJ,78,Incinerate
NJ,78,Incinerate
NJ,78,Incinerate
NJ,78,Incinerate
NJ,79,Incinerate
NJ,79,Incinerate
NJ,79,Incinerate
NJ,80,Incinerate
NJ,81,Incinerate
NJ,81,Incinerate
NJ,81,Incinerate
NJ,82,Incinerate
NJ,83,Incinerate
NJ,84,Incinerate
NJ,85,Incinerate
NJ,85,Incinerate
NJ,86,Incinerate
NJ,87,Incinerate
NJ,88,Incinerate
NJ,88,Incinerate
NJ,88,Incinerate
NJ,89,Incinerate
NJ,89,Incinerate
NJ,90,Incinerate
NJ,92,Incinerate
NJ,93,Incinerate
NJ,93,Incinerate
NJ,93,Incinerate
NJ,93,Incinerate
NJ,94,Incinerate
NJ,94,Incinerate
NJ,94,Incinerate
NJ,94,Incinerate
NJ,96,Incinerate
NJ,98,Incinerate
NJ,98,Incinerate
NJ,99,Incinerate
NJ,100,Incinerate
NJ,101,Incinerate
NJ,103,Incinerate
NJ,103,Incinerate
NJ,107,Incinerate
NJ,108,Incinerate
NJ,113,Incinerate
NJ,1,Landfill
NJ,2,Landfill
NJ,3,Landfill
NJ,3,Landfill
NJ,4,Landfill
NJ,5,Landfill
NJ,6,Landfill
NJ,9,Landfill
NJ,9,Landfill
NJ,10,Landfill
NJ,15,Landfill
NJ,16,Landfill
NJ,16,Landfill
NJ,17,Landfill
NJ,22,Landfill
NJ,22,Landfill
NJ,22,Landfill
NJ,23,Landfill
NJ,24,Landfill
NJ,25,Landfill
NJ,27,Landfill
NJ,28,Landfill
NJ,28,Landfill
NJ,30,Landfill
NJ,30,Landfill
NJ,30,Landfill
NJ,31,Landfill
NJ,31,Landfill
NJ,31,Landfill
NJ,32,Landfill
NJ,32,Landfill
NJ,33,Landfill
NJ,33,Landfill
NJ,35,Landfill
NJ,36,Landfill
NJ,36,Landfill
NJ,36,Landfill
NJ,36,Landfill
NJ,37,Landfill
NJ,37,Landfill
NJ,38,Landfill
NJ,38,Landfill
NJ,38,Landfill
NJ,39,Landfill
NJ,40,Landfill
NJ,40,Landfill
NJ,40,Landfill
NJ,41,Landfill
NJ,41,Landfill
NJ,44,Landfill
NJ,45,Landfill
NJ,46,Landfill
NJ,47,Landfill
NJ,48,Landfill
NJ,48,Landfill
NJ,48,Landfill
NJ,48,Landfill
NJ,48,Landfill
NJ,49,Landfill
NJ,49,Landfill
NJ,49,Landfill
NJ,49,Landfill
NJ,50,Landfill
NJ,50,Landfill
NJ,50,Landfill
NJ,52,Landfill
NJ,54,Landfill
NJ,54,Landfill
NJ,55,Landfill
NJ,55,Landfill
NJ,55,Landfill
NJ,55,Landfill
NJ,56,Landfill
NJ,56,Landfill
NJ,56,Landfill
NJ,56,Landfill
NJ,57,Landfill
NJ,57,Landfill
NJ,57,Landfill
NJ,58,Landfill
NJ,58,Landfill
NJ,58,Landfill
NJ,59,Landfill
NJ,59,Landfill
NJ,59,Landfill
NJ,60,Landfill
NJ,61,Landfill
NJ,61,Landfill
NJ,61,Landfill
NJ,61,Landfill
NJ,61,Landfill
NJ,61,Landfill
NJ,62,Landfill
NJ,62,Landfill
NJ,62,Landfill
NJ,62,Landfill
NJ,62,Landfill
NJ,63,Landfill
NJ,63,Landfill
NJ,63,Landfill
NJ,63,Landfill
NJ,65,Landfill
NJ,66,Landfill
NJ,66,Landfill
NJ,67,Landfill
NJ,67,Landfill
NJ,68,Landfill
NJ,68,Landfill
NJ,68,Landfill
NJ,68,Landfill
NJ,68,Landfill
NJ,68,Landfill
NJ,68,Landfill
NJ,70,Landfill
NJ,70,Landfill
NJ,70,Landfill
NJ,70,Landfill
NJ,71,Landfill
NJ,71,Landfill
NJ,72,Landfill
NJ,72,Landfill
NJ,72,Landfill
NJ,72,Landfill
NJ,73,Landfill
NJ,73,Landfill
NJ,73,Landfill
NJ,73,Landfill
NJ,75,Landfill
NJ,75,Landfill
NJ,75,Landfill
NJ,75,Landfill
NJ,75,Landfill
NJ,76,Landfill
NJ,76,Landfill
NJ,76,Landfill
NJ,76,Landfill
NJ,77,Landfill
NJ,77,Landfill
NJ,78,Landfill
NJ,78,Landfill
NJ,78,Landfill
NJ,79,Landfill
NJ,79,Landfill
NJ,80,Landfill
NJ,80,Landfill
NJ,80,Landfill
NJ,80,Landfill
NJ,80,Landfill
NJ,81,Landfill
NJ,81,Landfill
NJ,82,Landfill
NJ,82,Landfill
NJ,82,Landfill
NJ,82,Landfill
NJ,83,Landfill
NJ,83,Landfill
NJ,84,Landfill
NJ,84,Landfill
NJ,84,Landfill
NJ,84,Landfill
NJ,85,Landfill
NJ,85,Landfill
NJ,85,Landfill
NJ,85,Landfill
NJ,85,Landfill
NJ,85,Landfill
NJ,86,Landfill
NJ,86,Landfill
NJ,87,Landfill
NJ,87,Landfill
NJ,88,Landfill
NJ,88,Landfill
NJ,88,Landfill
NJ,88,Landfill
NJ,89,Landfill
NJ,89,Landfill
NJ,89,Landfill
NJ,90,Landfill
NJ,91,Landfill
NJ,91,Landfill
NJ,91,Landfill
NJ,91,Landfill
NJ,91,Landfill
NJ,91,Landfill
NJ,92,Landfill
NJ,92,Landfill
NJ,93,Landfill
NJ,93,Landfill
NJ,93,Landfill
NJ,93,Landfill
NJ,93,Landfill
NJ,93,Landfill
NJ,93,Landfill
NJ,94,Landfill
NJ,94,Landfill
NJ,94,Landfill
NJ,95,Landfill
NJ,95,Landfill
NJ,96,Landfill
NJ,97,Landfill
NJ,98,Landfill
NJ,98,Landfill
NJ,98,Landfill
NJ,98,Landfill
NJ,99,Landfill
NJ,100,Landfill
NJ,100,Landfill
NJ,100,Landfill
NJ,100,Landfill
NJ,101,Landfill
NJ,101,Landfill
NJ,101,Landfill
NJ,101,Landfill
NJ,102,Landfill
NJ,102,Landfill
NJ,102,Landfill
NJ,103,Landfill
NJ,103,Landfill
NJ,104,Landfill
NJ,105,Landfill
NJ,105,Landfill
NJ,106,Landfill
NJ,106,Landfill
NJ,106,Landfill
NJ,106,Landfill
NJ,106,Landfill
NJ,108,Landfill
NJ,108,Landfill
NJ,108,Landfill
NJ,108,Landfill
NJ,108,Landfill
NJ,109,Landfill
NJ,109,Landfill
NJ,111,Landfill
NJ,111,Landfill
NJ,111,Landfill
NJ,111,Landfill
NJ,111,Landfill
NJ,111,Landfill
NJ,111,Landfill
NJ,112,Landfill
NJ,112,Landfill
NJ,112,Landfill
NJ,112,Landfill
NJ,113,Landfill
NJ,114,Landfill
NJ,115,Landfill
NJ,116,Landfill
NJ,116,Landfill
NJ,116,Landfill
NJ,117,Landfill
NJ,117,Landfill
NJ,117,Landfill
NJ,117,Landfill
NJ,118,Landfill
NJ,118,Landfill
NJ,118,Landfill
NJ,119,Landfill
NJ,120,Landfill
NJ,121,Landfill
NJ,121,Landfill
NJ,122,Landfill
NJ,123,Landfill
NJ,124,Landfill
NJ,124,Landfill
NJ,126,Landfill
NJ,126,Landfill
NJ,127,Landfill
NJ,127,Landfill
NJ,128,Landfill
NJ,129,Landfill
NJ,133,Landfill
NJ,135,Landfill
NJ,138,Landfill
NJ,139,Landfill
NJ,1,Recycle
NJ,1,Recycle
NJ,1,Recycle
NJ,1,Recycle
NJ,1,Recycle
NJ,1,Recycle
NJ,1,Recycle
NJ,1,Recycle
NJ,1,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,2,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,3,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,4,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,5,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,6,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,7,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,8,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,9,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,10,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,11,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,12,Recycle
NJ,13,Recycle
NJ,13,Recycle
NJ,13,Recycle
NJ,13,Recycle
NJ,13,Recycle
NJ,13,Recycle
NJ,13,Recycle
NJ,13,Recycle
