origin_state,distance (km),eol_pathway
KY,572,Incinerate
KY,572,Incinerate
KY,573,Incinerate
KY,573,Incinerate
KY,573,Incinerate
KY,573,Incinerate
KY,594,Incinerate
KY,594,Incinerate
KY,598,Incinerate
KY,598,Incinerate
KY,598,Incinerate
KY,598,Incinerate
KY,601,Incinerate
KY,601,Incinerate
KY,605,Incinerate
KY,605,Incinerate
KY,615,Incinerate
KY,615,Incinerate
KY,617,Incinerate
KY,617,Incinerate
KY,624,Incinerate
KY,624,Incinerate
KY,628,Incinerate
KY,628,Incinerate
KY,628,Incinerate
KY,628,Incinerate
KY,652,Incinerate
KY,652,Incinerate
KY,653,Incinerate
KY,653,Incinerate
KY,656,Incinerate
KY,656,Incinerate
KY,659,Incinerate
KY,659,Incinerate
KY,667,Incinerate
KY,667,Incinerate
KY,689,Incinerate
KY,689,Incinerate
KY,699,Incinerate
KY,699,Incinerate
KY,726,Incinerate
KY,726,Incinerate
KY,767,Incinerate
KY,767,Incinerate
KY,6,Landfill
KY,6,Landfill
KY,8,Landfill
KY,8,Landfill
KY,10,Landfill
KY,10,Landfill
KY,13,Landfill
KY,13,Landfill
KY,15,Landfill
KY,15,Landfill
KY,17,Landfill
KY,17,Landfill
KY,19,Landfill
KY,19,Landfill
KY,21,Landfill
KY,21,Landfill
KY,22,Landfill
KY,22,Landfill
KY,31,Landfill
KY,31,Landfill
KY,33,Landfill
KY,33,Landfill
KY,35,Landfill
KY,35,Landfill
KY,39,Landfill
KY,39,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,42,Landfill
KY,43,Landfill
KY,43,Landfill
KY,43,Landfill
KY,43,Landfill
KY,47,Landfill
KY,47,Landfill
KY,49,Landfill
KY,49,Landfill
KY,49,Landfill
KY,49,Landfill
KY,51,Landfill
KY,51,Landfill
KY,51,Landfill
KY,51,Landfill
KY,52,Landfill
KY,52,Landfill
KY,56,Landfill
KY,56,Landfill
KY,57,Landfill
KY,57,Landfill
KY,58,Landfill
KY,58,Landfill
KY,58,Landfill
KY,58,Landfill
KY,59,Landfill
KY,59,Landfill
KY,61,Landfill
KY,61,Landfill
KY,63,Landfill
KY,63,Landfill
KY,64,Landfill
KY,64,Landfill
KY,66,Landfill
KY,66,Landfill
KY,68,Landfill
KY,68,Landfill
KY,70,Landfill
KY,70,Landfill
KY,70,Landfill
KY,70,Landfill
KY,70,Landfill
KY,70,Landfill
KY,71,Landfill
KY,71,Landfill
KY,72,Landfill
KY,72,Landfill
KY,72,Landfill
KY,72,Landfill
KY,78,Landfill
KY,78,Landfill
KY,78,Landfill
KY,78,Landfill
KY,79,Landfill
KY,79,Landfill
KY,82,Landfill
KY,82,Landfill
KY,86,Landfill
KY,86,Landfill
KY,87,Landfill
KY,87,Landfill
KY,89,Landfill
KY,89,Landfill
KY,91,Landfill
KY,91,Landfill
KY,91,Landfill
KY,91,Landfill
KY,92,Landfill
KY,92,Landfill
KY,94,Landfill
KY,94,Landfill
KY,94,Landfill
KY,94,Landfill
KY,99,Landfill
KY,99,Landfill
KY,102,Landfill
KY,102,Landfill
KY,105,Landfill
KY,105,Landfill
KY,110,Landfill
KY,110,Landfill
KY,111,Landfill
KY,111,Landfill
KY,115,Landfill
KY,115,Landfill
KY,115,Landfill
KY,115,Landfill
KY,116,Landfill
KY,116,Landfill
KY,116,Landfill
KY,116,Landfill
KY,116,Landfill
KY,116,Landfill
KY,116,Landfill
KY,116,Landfill
KY,118,Landfill
KY,118,Landfill
KY,119,Landfill
KY,119,Landfill
KY,120,Landfill
KY,120,Landfill
KY,122,Landfill
KY,122,Landfill
KY,122,Landfill
KY,122,Landfill
KY,127,Landfill
KY,127,Landfill
KY,128,Landfill
KY,128,Landfill
KY,128,Landfill
KY,128,Landfill
KY,129,Landfill
KY,129,Landfill
KY,130,Landfill
KY,130,Landfill
KY,131,Landfill
KY,131,Landfill
KY,135,Landfill
KY,135,Landfill
KY,136,Landfill
KY,136,Landfill
KY,138,Landfill
KY,138,Landfill
KY,139,Landfill
KY,139,Landfill
KY,140,Landfill
KY,140,Landfill
KY,141,Landfill
KY,141,Landfill
KY,151,Landfill
KY,151,Landfill
KY,151,Landfill
KY,151,Landfill
KY,155,Landfill
KY,155,Landfill
KY,160,Landfill
KY,160,Landfill
KY,1,Recycle
KY,1,Recycle
KY,2,Recycle
KY,2,Recycle
KY,2,Recycle
KY,2,Recycle
KY,3,Recycle
KY,3,Recycle
KY,4,Recycle
KY,4,Recycle
KY,4,Recycle
KY,6,Recycle
KY,6,Recycle
KY,6,Recycle
KY,7,Recycle
KY,7,Recycle
KY,7,Recycle
KY,8,Recycle
KY,8,Recycle
KY,9,Recycle
KY,10,Recycle
KY,11,Recycle
KY,11,Recycle
KY,11,Recycle
KY,11,Recycle
KY,12,Recycle
KY,18,Recycle
KY,19,Recycle
KY,19,Recycle
KY,20,Recycle
KY,21,Recycle
KY,21,Recycle
KY,21,Recycle
KY,23,Recycle
KY,25,Recycle
KY,26,Recycle
KY,27,Recycle
KY,27,Recycle
KY,28,Recycle
KY,28,Recycle
KY,30,Recycle
KY,39,Recycle
KY,43,Recycle
KY,43,Recycle
KY,47,Recycle
KY,47,Recycle
KY,48,Recycle
KY,52,Recycle
KY,53,Recycle
KY,55,Recycle
KY,55,Recycle
KY,61,Recycle
KY,63,Recycle
KY,63,Recycle
KY,79,Recycle
KY,79,Recycle
KY,87,Recycle
KY,91,Recycle
KY,93,Recycle
KY,95,Recycle
KY,95,Recycle
KY,95,Recycle
KY,95,Recycle
KY,97,Recycle
KY,97,Recycle
KY,104,Recycle
KY,117,Recycle
KY,117,Recycle
KY,138,Recycle
KY,159,Recycle
KY,161,Recycle
KY,161,Recycle
KY,162,Recycle
KY,208,Recycle
KY,224,Recycle
KY,232,Recycle
KY,252,Recycle
KY,272,Recycle
KY,273,Recycle
KY,286,Recycle
KY,297,Recycle
KY,298,Recycle
KY,312,Recycle
KY,317,Recycle
KY,320,Recycle
KY,320,Recycle
KY,341,Recycle
KY,345,Recycle
KY,347,Recycle
KY,347,Recycle
KY,348,Recycle
KY,353,Recycle
KY,362,Recycle
KY,363,Recycle
KY,366,Recycle
KY,384,Recycle
KY,410,Recycle
KY,416,Recycle
KY,432,Recycle
KY,437,Recycle
KY,439,Recycle
KY,454,Recycle
KY,459,Recycle
KY,460,Recycle
KY,461,Recycle
KY,482,Recycle
KY,493,Recycle
KY,505,Recycle
KY,515,Recycle
KY,526,Recycle
KY,527,Recycle
KY,549,Recycle
KY,554,Recycle
KY,555,Recycle
KY,560,Recycle
KY,566,Recycle
KY,570,Recycle
KY,576,Recycle
KY,577,Recycle
KY,582,Recycle
LA,175,Compost
LA,212,Compost
LA,229,Compost
LA,793,Incinerate
LA,802,Incinerate
LA,923,Incinerate
LA,8,Landfill
LA,24,Landfill
LA,1,Recycle
LA,1,Recycle
LA,3,Recycle
LA,3,Recycle
LA,3,Recycle
LA,3,Recycle
LA,3,Recycle
LA,3,Recycle
LA,4,Recycle
LA,4,Recycle
LA,4,Recycle
LA,5,Recycle
LA,5,Recycle
LA,5,Recycle
LA,5,Recycle
LA,5,Recycle
LA,5,Recycle
LA,5,Recycle
LA,6,Recycle
LA,6,Recycle
LA,6,Recycle
LA,6,Recycle
LA,7,Recycle
LA,7,Recycle
LA,7,Recycle
LA,7,Recycle
LA,7,Recycle
LA,7,Recycle
LA,7,Recycle
LA,8,Recycle
LA,8,Recycle
LA,9,Recycle
LA,9,Recycle
LA,10,Recycle
LA,10,Recycle
LA,11,Recycle
LA,12,Recycle
LA,12,Recycle
LA,13,Recycle
LA,14,Recycle
LA,18,Recycle
LA,18,Recycle
LA,19,Recycle
LA,20,Recycle
LA,21,Recycle
LA,23,Recycle
LA,24,Recycle
LA,25,Recycle
LA,25,Recycle
LA,26,Recycle
LA,26,Recycle
LA,27,Recycle
LA,30,Recycle
LA,31,Recycle
LA,34,Recycle
LA,34,Recycle
LA,35,Recycle
LA,100,Recycle
LA,126,Recycle
LA,133,Recycle
LA,158,Recycle
LA,161,Recycle
LA,178,Recycle
LA,203,Recycle
LA,217,Recycle
LA,219,Recycle
LA,224,Recycle
LA,226,Recycle
LA,226,Recycle
LA,232,Recycle
LA,236,Recycle
LA,236,Recycle
LA,239,Recycle
LA,247,Recycle
LA,247,Recycle
LA,270,Recycle
LA,281,Recycle
LA,282,Recycle
LA,291,Recycle
LA,293,Recycle
LA,295,Recycle
LA,302,Recycle
LA,303,Recycle
LA,304,Recycle
LA,309,Recycle
LA,310,Recycle
LA,313,Recycle
LA,316,Recycle
LA,320,Recycle
LA,323,Recycle
LA,324,Recycle
LA,325,Recycle
LA,330,Recycle
LA,330,Recycle
LA,334,Recycle
LA,336,Recycle
LA,337,Recycle
LA,339,Recycle
LA,343,Recycle
LA,343,Recycle
LA,345,Recycle
LA,345,Recycle
LA,346,Recycle
LA,348,Recycle
LA,351,Recycle
LA,355,Recycle
LA,357,Recycle
LA,358,Recycle
LA,365,Recycle
LA,366,Recycle
LA,369,Recycle
LA,377,Recycle
LA,386,Recycle
LA,387,Recycle
LA,387,Recycle
LA,417,Recycle
LA,427,Recycle
LA,434,Recycle
LA,440,Recycle
LA,443,Recycle
LA,444,Recycle
LA,447,Recycle
LA,448,Recycle
LA,451,Recycle
LA,455,Recycle
LA,455,Recycle
LA,456,Recycle
LA,461,Recycle
LA,462,Recycle
LA,465,Recycle
LA,465,Recycle
LA,467,Recycle
LA,476,Recycle
LA,489,Recycle
LA,490,Recycle
LA,501,Recycle
LA,503,Recycle
LA,510,Recycle
LA,511,Recycle
LA,512,Recycle
LA,522,Recycle
LA,524,Recycle
LA,524,Recycle
LA,528,Recycle
LA,530,Recycle
LA,532,Recycle
LA,532,Recycle
LA,538,Recycle
LA,538,Recycle
LA,544,Recycle
LA,545,Recycle
LA,550,Recycle
LA,551,Recycle
LA,551,Recycle
LA,552,Recycle
LA,553,Recycle
LA,553,Recycle
LA,553,Recycle
LA,554,Recycle
LA,556,Recycle
LA,558,Recycle
LA,559,Recycle
LA,559,Recycle
LA,566,Recycle
LA,573,Recycle
LA,573,Recycle
LA,574,Recycle
LA,574,Recycle
LA,575,Recycle
LA,578,Recycle
LA,580,Recycle
MA,5,Compost
MA,30,Compost
MA,30,Compost
MA,30,Compost
MA,33,Compost
MA,36,Compost
MA,37,Compost
MA,38,Compost
MA,40,Compost
MA,41,Compost
MA,45,Compost
MA,45,Compost
MA,46,Compost
MA,50,Compost
MA,53,Compost
MA,53,Compost
MA,54,Compost
MA,55,Compost
MA,56,Compost
MA,58,Compost
MA,60,Compost
MA,61,Compost
MA,63,Compost
MA,64,Compost
MA,69,Compost
MA,71,Compost
MA,73,Compost
MA,75,Compost
MA,76,Compost
MA,78,Compost
MA,80,Compost
MA,80,Compost
MA,80,Compost
MA,84,Compost
MA,85,Compost
MA,85,Compost
MA,92,Compost
MA,92,Compost
MA,92,Compost
MA,93,Compost
MA,95,Compost
MA,99,Compost
MA,100,Compost
MA,100,Compost
MA,100,Compost
MA,102,Compost
MA,102,Compost
MA,102,Compost
MA,102,Compost
MA,103,Compost
MA,106,Compost
MA,106,Compost
MA,106,Compost
MA,106,Compost
MA,107,Compost
MA,108,Compost
MA,109,Compost
MA,114,Compost
MA,116,Compost
MA,119,Compost
MA,119,Compost
MA,120,Compost
MA,120,Compost
MA,122,Compost
MA,122,Compost
MA,123,Compost
MA,124,Compost
MA,126,Compost
MA,127,Compost
MA,128,Compost
MA,129,Compost
MA,130,Compost
MA,132,Compost
MA,133,Compost
MA,136,Compost
MA,136,Compost
MA,138,Compost
MA,138,Compost
MA,138,Compost
MA,138,Compost
MA,139,Compost
MA,141,Compost
MA,142,Compost
MA,146,Compost
MA,148,Compost
MA,153,Compost
MA,153,Compost
MA,154,Compost
MA,154,Compost
MA,154,Compost
MA,155,Compost
MA,155,Compost
MA,155,Compost
MA,157,Compost
MA,162,Compost
MA,166,Compost
MA,166,Compost
MA,167,Compost
MA,179,Compost
MA,180,Compost
MA,182,Compost
MA,182,Compost
MA,183,Compost
MA,185,Compost
MA,201,Compost
MA,204,Compost
MA,217,Compost
MA,217,Compost
MA,219,Compost
MA,221,Compost
MA,221,Compost
MA,222,Compost
MA,227,Compost
MA,227,Compost
MA,227,Compost
MA,228,Compost
MA,230,Compost
MA,240,Compost
MA,241,Compost
MA,243,Compost
MA,243,Compost
MA,244,Compost
MA,247,Compost
MA,248,Compost
MA,248,Compost
MA,250,Compost
MA,255,Compost
MA,255,Compost
MA,255,Compost
MA,257,Compost
MA,269,Compost
MA,276,Compost
MA,287,Compost
MA,291,Compost
MA,317,Compost
MA,1,Incinerate
MA,1,Incinerate
MA,3,Incinerate
MA,5,Incinerate
MA,5,Incinerate
MA,8,Incinerate
MA,16,Incinerate
MA,17,Incinerate
MA,17,Incinerate
MA,18,Incinerate
MA,19,Incinerate
MA,22,Incinerate
MA,27,Incinerate
MA,27,Incinerate
MA,27,Incinerate
MA,27,Incinerate
MA,28,Incinerate
MA,28,Incinerate
MA,30,Incinerate
MA,31,Incinerate
MA,32,Incinerate
MA,33,Incinerate
MA,35,Incinerate
MA,36,Incinerate
MA,36,Incinerate
MA,38,Incinerate
MA,38,Incinerate
MA,38,Incinerate
MA,40,Incinerate
MA,40,Incinerate
MA,41,Incinerate
MA,41,Incinerate
MA,42,Incinerate
MA,43,Incinerate
MA,44,Incinerate
MA,44,Incinerate
MA,44,Incinerate
MA,45,Incinerate
MA,46,Incinerate
MA,46,Incinerate
MA,46,Incinerate
MA,47,Incinerate
MA,47,Incinerate
MA,47,Incinerate
MA,48,Incinerate
MA,48,Incinerate
MA,48,Incinerate
MA,49,Incinerate
MA,50,Incinerate
MA,50,Incinerate
MA,51,Incinerate
MA,51,Incinerate
MA,52,Incinerate
MA,52,Incinerate
MA,52,Incinerate
MA,53,Incinerate
MA,54,Incinerate
MA,54,Incinerate
MA,54,Incinerate
MA,56,Incinerate
MA,57,Incinerate
MA,57,Incinerate
MA,57,Incinerate
MA,58,Incinerate
MA,58,Incinerate
MA,58,Incinerate
MA,59,Incinerate
MA,60,Incinerate
MA,61,Incinerate
MA,62,Incinerate
MA,63,Incinerate
MA,65,Incinerate
MA,65,Incinerate
MA,66,Incinerate
MA,66,Incinerate
MA,67,Incinerate
MA,67,Incinerate
MA,67,Incinerate
MA,68,Incinerate
MA,68,Incinerate
MA,69,Incinerate
MA,69,Incinerate
MA,69,Incinerate
MA,69,Incinerate
MA,70,Incinerate
MA,72,Incinerate
MA,72,Incinerate
MA,73,Incinerate
MA,73,Incinerate
MA,75,Incinerate
MA,75,Incinerate
MA,75,Incinerate
MA,75,Incinerate
MA,75,Incinerate
MA,76,Incinerate
MA,77,Incinerate
MA,78,Incinerate
MA,78,Incinerate
MA,78,Incinerate
MA,79,Incinerate
MA,79,Incinerate
MA,79,Incinerate
MA,79,Incinerate
MA,80,Incinerate
MA,80,Incinerate
MA,81,Incinerate
MA,81,Incinerate
MA,83,Incinerate
MA,83,Incinerate
MA,84,Incinerate
MA,84,Incinerate
MA,84,Incinerate
MA,85,Incinerate
MA,86,Incinerate
MA,86,Incinerate
MA,86,Incinerate
MA,88,Incinerate
MA,90,Incinerate
MA,91,Incinerate
MA,99,Incinerate
MA,103,Incinerate
MA,103,Incinerate
MA,103,Incinerate
MA,104,Incinerate
MA,104,Incinerate
MA,104,Incinerate
MA,104,Incinerate
MA,105,Incinerate
MA,105,Incinerate
MA,106,Incinerate
MA,109,Incinerate
MA,137,Incinerate
MA,143,Incinerate
MA,165,Incinerate
MA,1,Landfill
MA,1,Landfill
MA,1,Landfill
MA,1,Landfill
MA,1,Landfill
MA,5,Landfill
MA,6,Landfill
MA,8,Landfill
MA,8,Landfill
MA,9,Landfill
MA,9,Landfill
MA,9,Landfill
MA,9,Landfill
MA,10,Landfill
MA,10,Landfill
MA,10,Landfill
MA,10,Landfill
MA,10,Landfill
MA,11,Landfill
MA,12,Landfill
MA,12,Landfill
MA,13,Landfill
MA,13,Landfill
MA,13,Landfill
MA,14,Landfill
MA,14,Landfill
MA,14,Landfill
MA,14,Landfill
MA,14,Landfill
MA,15,Landfill
MA,16,Landfill
MA,16,Landfill
MA,16,Landfill
MA,17,Landfill
MA,17,Landfill
MA,17,Landfill
MA,19,Landfill
MA,19,Landfill
MA,20,Landfill
MA,20,Landfill
MA,20,Landfill
MA,20,Landfill
MA,20,Landfill
MA,22,Landfill
MA,22,Landfill
MA,23,Landfill
MA,24,Landfill
MA,24,Landfill
MA,24,Landfill
MA,24,Landfill
MA,25,Landfill
MA,25,Landfill
MA,25,Landfill
MA,25,Landfill
MA,25,Landfill
MA,25,Landfill
MA,25,Landfill
MA,25,Landfill
MA,26,Landfill
MA,26,Landfill
MA,27,Landfill
MA,27,Landfill
MA,27,Landfill
MA,28,Landfill
MA,28,Landfill
MA,28,Landfill
MA,28,Landfill
MA,29,Landfill
MA,29,Landfill
MA,29,Landfill
MA,30,Landfill
MA,30,Landfill
MA,30,Landfill
MA,31,Landfill
MA,31,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,32,Landfill
MA,33,Landfill
MA,34,Landfill
MA,34,Landfill
MA,34,Landfill
MA,35,Landfill
MA,35,Landfill
MA,36,Landfill
MA,37,Landfill
MA,37,Landfill
MA,37,Landfill
MA,37,Landfill
MA,39,Landfill
MA,39,Landfill
MA,39,Landfill
MA,39,Landfill
MA,40,Landfill
MA,41,Landfill
MA,41,Landfill
MA,42,Landfill
MA,43,Landfill
MA,43,Landfill
MA,43,Landfill
MA,44,Landfill
MA,44,Landfill
MA,46,Landfill
MA,46,Landfill
MA,48,Landfill
MA,48,Landfill
MA,49,Landfill
MA,52,Landfill
MA,56,Landfill
MA,59,Landfill
MA,59,Landfill
MA,63,Landfill
MA,67,Landfill
MA,67,Landfill
MA,80,Landfill
MA,80,Landfill
MA,85,Landfill
MA,86,Landfill
MA,2,Recycle
MA,2,Recycle
MA,2,Recycle
MA,2,Recycle
MA,2,Recycle
MA,2,Recycle
MA,2,Recycle
MA,2,Recycle
MA,3,Recycle
MA,3,Recycle
MA,4,Recycle
MA,4,Recycle
MA,4,Recycle
MA,4,Recycle
MA,5,Recycle
MA,5,Recycle
MA,5,Recycle
MA,5,Recycle
MA,5,Recycle
MA,5,Recycle
MA,5,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,6,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,7,Recycle
MA,8,Recycle
MA,8,Recycle
MA,8,Recycle
MA,8,Recycle
MA,8,Recycle
MA,8,Recycle
MA,8,Recycle
MA,8,Recycle
MA,9,Recycle
MA,9,Recycle
MA,9,Recycle
MA,9,Recycle
MA,9,Recycle
MA,10,Recycle
MA,10,Recycle
MA,10,Recycle
MA,10,Recycle
MA,10,Recycle
MA,10,Recycle
MA,10,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,11,Recycle
MA,12,Recycle
MA,12,Recycle
MA,12,Recycle
MA,12,Recycle
MA,12,Recycle
MA,12,Recycle
MA,12,Recycle
MA,12,Recycle
MA,12,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,13,Recycle
MA,14,Recycle
MA,14,Recycle
MA,14,Recycle
MA,14,Recycle
MA,14,Recycle
MA,14,Recycle
MA,14,Recycle
MA,15,Recycle
MA,15,Recycle
MA,15,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,16,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,17,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,18,Recycle
MA,19,Recycle
MA,19,Recycle
MA,19,Recycle
MA,19,Recycle
MA,19,Recycle
MA,19,Recycle
MA,19,Recycle
MA,20,Recycle
MA,20,Recycle
MA,20,Recycle
MA,20,Recycle
MA,20,Recycle
MA,20,Recycle
MA,20,Recycle
MA,20,Recycle
MA,20,Recycle
